BVF_Data_Requirement,FSDM_Subject_Area,FSDM_Entity,Match_Confidence,Match_Method,Entity_Column_Count,Entity_Relationship_Count
"External Data - market prices (E.g. equities, bonds, commodities)",Product,MARKET_PARTICIPANT_PARAMETER,HIGH,pattern_match,8,3
"External Data - market prices (E.g. equities, bonds, commodities)",Product,MARKET_PLAN,HIGH,pattern_match,9,3
"External Data - market prices (E.g. equities, bonds, commodities)",Product,MARKET_QUOTATION_METRIC,HIGH,pattern_match,6,3
"External Data - market prices (E.g. equities, bonds, commodities)",Product,MARKET_SEGMENT_DEMOGRAPHIC,HIGH,pattern_match,7,3
"External Data - market prices (E.g. equities, bonds, commodities)",Product,SALES_MARKETING_ACTIVITY_PARTY,HIGH,pattern_match,5,3
"External Data - market prices (E.g. equities, bonds, commodities)",Product,SALES_MARKETING_ACTIVITY_RELATED_STATUS,HIGH,pattern_match,7,3
"External Data - market prices (E.g. equities, bonds, commodities)",Product,SALES_MARKETING_ACTIVITY_TEXT_COMMENT,HIGH,pattern_match,5,3
"External Data - market prices (E.g. equities, bonds, commodities)",Product,PARTY_TO_EXTERNAL_LIST,HIGH,pattern_match,3,2
"External Data - market prices (E.g. equities, bonds, commodities)",Product,PRIVACY_DATA_TRANSFER,HIGH,pattern_match,6,2
"External Data - market prices (E.g. equities, bonds, commodities)",Product,AGREEMENT_MARKET_RISK_FACTOR,HIGH,pattern_match,4,2
External Data - Competitor Product & Pricing,Party & Product,PRODUCT,HIGH,exact_match,12,88
External Data - Competitor Product & Pricing,Party & Product,PRODUCT_GROUP,HIGH,pattern_match,8,43
External Data - Competitor Product & Pricing,Party & Product,INVESTMENT_PRODUCT,HIGH,pattern_match,11,33
External Data - Competitor Product & Pricing,Party & Product,DATA_SOURCE_TYPE,HIGH,pattern_match,2,27
External Data - Competitor Product & Pricing,Party & Product,PRODUCT_FEATURE,HIGH,pattern_match,11,17
External Data - Competitor Product & Pricing,Party & Product,EXTERNALLY_REPORTED_CLAIM,HIGH,pattern_match,24,10
External Data - Competitor Product & Pricing,Party & Product,TRADE_SETTLEMENT_PRODUCT_GROUP,HIGH,pattern_match,13,10
External Data - Competitor Product & Pricing,Party & Product,PORTFOLIO_PRODUCT_AGREEMENT_HOLDING,HIGH,pattern_match,10,9
External Data - Competitor Product & Pricing,Party & Product,PRODUCT_PARTY,HIGH,pattern_match,5,8
External Data - Competitor Product & Pricing,Party & Product,OPTION_PRODUCT,HIGH,pattern_match,13,7
External Data - Competitor Product & Pricing,Party & Product,PORTFOLIO_PRODUCT_HOLDING,HIGH,pattern_match,7,7
External Data - Competitor Product & Pricing,Party & Product,PRIVACY_DATA_USAGE,HIGH,pattern_match,2,6
External Data - Competitor Product & Pricing,Party & Product,AGREEMENT_PRODUCT,HIGH,pattern_match,5,6
External Data - Competitor Product & Pricing,Party & Product,PRODUCT_CLASS_VALUE,HIGH,pattern_match,10,6
External Data - Competitor Product & Pricing,Party & Product,PRODUCT_GROUP_METRIC,HIGH,pattern_match,11,6
External Data - Competitor Product & Pricing,Party & Product,PRODUCT_IDENTIFICATION,HIGH,pattern_match,6,6
External Data - Competitor Product & Pricing,Party & Product,EXTERNAL_DIRECT_DEBIT,HIGH,pattern_match,9,5
External Data - Competitor Product & Pricing,Party & Product,EXTERNAL_STANDING_ORDER,HIGH,pattern_match,9,5
External Data - Competitor Product & Pricing,Party & Product,OPPORTUNITY_COMPETITOR,HIGH,pattern_match,3,5
External Data - Competitor Product & Pricing,Party & Product,AGREEMENT_PRODUCT_FEATURE,HIGH,pattern_match,16,5
External Data - Competitor Product & Pricing,Party & Product,PRODUCT_FEATURE_ELIGIBILITY_TYPE,HIGH,pattern_match,3,5
External Data - Competitor Product & Pricing,Party & Product,PRODUCT_METRIC,HIGH,pattern_match,12,5
External Data - Competitor Product & Pricing,Party & Product,PRODUCT_PACKAGE_FEATURE,HIGH,pattern_match,6,5
External Data - Competitor Product & Pricing,Party & Product,PRODUCT_RISK_GRADE,HIGH,pattern_match,6,5
External Data - Competitor Product & Pricing,Party & Product,EXTERNALLY_REPORTED_VEHICLE_CLAIM,HIGH,pattern_match,16,4
External Data - Competitor Product & Pricing,Party & Product,EXTERNAL_LIST,HIGH,pattern_match,5,4
External Data - Competitor Product & Pricing,Party & Product,AGREEMENT_PRODUCT_FEATURE_RELATED,HIGH,pattern_match,16,4
External Data - Competitor Product & Pricing,Party & Product,ASSET-BACKED_SECURITY_PRODUCT,HIGH,pattern_match,7,4
External Data - Competitor Product & Pricing,Party & Product,CAMPAIGN_PRODUCT,HIGH,pattern_match,3,4
External Data - Competitor Product & Pricing,Party & Product,DOCUMENT_PRODUCTION_CYCLE_TYPE,HIGH,pattern_match,5,4
Account / Policy / Service Holdings,Agreement,CHART_OF_ACCOUNTS_CODE,HIGH,pattern_match,5,24
Account / Policy / Service Holdings,Agreement,CLAIM_SERVICE,HIGH,pattern_match,12,16
Account / Policy / Service Holdings,Agreement,ACCOUNT,HIGH,exact_match,13,13
Account / Policy / Service Holdings,Agreement,PHARMACY_CLAIM_SERVICE,HIGH,pattern_match,21,11
Account / Policy / Service Holdings,Agreement,PHARMACY_CLAIM_SERVICE_DRUG,HIGH,pattern_match,19,10
Account / Policy / Service Holdings,Agreement,SERVICE_REQUEST,HIGH,pattern_match,13,10
Account / Policy / Service Holdings,Agreement,GL_MAIN_ACCOUNT,HIGH,pattern_match,9,8
Account / Policy / Service Holdings,Agreement,POLICY_INSURABLE_COVERAGE,HIGH,pattern_match,7,7
Account / Policy / Service Holdings,Agreement,INSTITUTIONAL_CLAIM_SERVICE_DRUG,HIGH,pattern_match,14,7
Account / Policy / Service Holdings,Agreement,GL_MAIN_ACCOUNT_CLASS_VALUE,HIGH,pattern_match,10,6
Account / Policy / Service Holdings,Agreement,POLICY_METRIC,HIGH,pattern_match,13,6
Account / Policy / Service Holdings,Agreement,HEALTH_CLAIM_SERVICE,HIGH,pattern_match,11,6
Account / Policy / Service Holdings,Agreement,PROFESSIONAL_CLAIM_SERVICE,HIGH,pattern_match,20,6
Account / Policy / Service Holdings,Agreement,ACCOUNT_METRIC,HIGH,pattern_match,8,5
Account / Policy / Service Holdings,Agreement,POLICY_ASSET_COVERAGE_METRIC,HIGH,pattern_match,16,5
Account / Policy / Service Holdings,Agreement,POLICY_COVERAGE_METRIC,HIGH,pattern_match,15,5
Account / Policy / Service Holdings,Agreement,POLICY_INSURABLE_COVERAGE_METRIC,HIGH,pattern_match,16,5
Account / Policy / Service Holdings,Agreement,POLICY_INSURABLE_INTEREST,HIGH,pattern_match,5,5
Account / Policy / Service Holdings,Agreement,POLICY_PARTY_COVERAGE_METRIC,HIGH,pattern_match,17,5
Account / Policy / Service Holdings,Agreement,CLAIM_SERVICE_AMOUNT,HIGH,pattern_match,9,5
Account / Policy / Service Holdings,Agreement,PARTY_CLAIM_SERVICE,HIGH,pattern_match,8,5
Account / Policy / Service Holdings,Agreement,PARTY_CLAIM_SERVICE_DIAGNOSIS_AMOUNT,HIGH,pattern_match,14,5
Account / Policy / Service Holdings,Agreement,PROFESSIONAL_CLAIM_SERVICE_DRUG,HIGH,pattern_match,14,5
Account / Policy / Service Holdings,Agreement,GL_MAIN_ACCOUNT_SCHEME_TYPE,HIGH,pattern_match,5,4
Account / Policy / Service Holdings,Agreement,POLICY_INSURABLE_COVERAGE_PARTY_METRIC,HIGH,pattern_match,17,4
Account / Policy / Service Holdings,Agreement,CLAIM_AUTHORIZATION_SERVICE,HIGH,pattern_match,6,4
Account / Policy / Service Holdings,Agreement,CLAIM_AUTHORIZATION_SERVICE_AMOUNT,HIGH,pattern_match,8,4
Account / Policy / Service Holdings,Agreement,CLAIM_SERVICE_COVERAGE_AMOUNT,HIGH,pattern_match,10,4
Account / Policy / Service Holdings,Agreement,CLAIM_SERVICE_DIAGNOSIS_CODE,HIGH,pattern_match,9,4
Account / Policy / Service Holdings,Agreement,DENTAL_CLAIM_SERVICE,HIGH,pattern_match,11,4
Account / Policy / Service Detail,Agreement,CHART_OF_ACCOUNTS_CODE,HIGH,pattern_match,5,24
Account / Policy / Service Detail,Agreement,CLAIM_SERVICE,HIGH,pattern_match,12,16
Account / Policy / Service Detail,Agreement,ACCOUNT,HIGH,exact_match,13,13
Account / Policy / Service Detail,Agreement,CASE_DETAIL,HIGH,pattern_match,8,12
Account / Policy / Service Detail,Agreement,PHARMACY_CLAIM_SERVICE,HIGH,pattern_match,21,11
Account / Policy / Service Detail,Agreement,PHARMACY_CLAIM_SERVICE_DRUG,HIGH,pattern_match,19,10
Account / Policy / Service Detail,Agreement,SERVICE_REQUEST,HIGH,pattern_match,13,10
Account / Policy / Service Detail,Agreement,GL_MAIN_ACCOUNT,HIGH,pattern_match,9,8
Account / Policy / Service Detail,Agreement,POLICY_INSURABLE_COVERAGE,HIGH,pattern_match,7,7
Account / Policy / Service Detail,Agreement,INSTITUTIONAL_CLAIM_SERVICE_DRUG,HIGH,pattern_match,14,7
Account / Policy / Service Detail,Agreement,GL_MAIN_ACCOUNT_CLASS_VALUE,HIGH,pattern_match,10,6
Account / Policy / Service Detail,Agreement,POLICY_METRIC,HIGH,pattern_match,13,6
Account / Policy / Service Detail,Agreement,HEALTH_CLAIM_SERVICE,HIGH,pattern_match,11,6
Account / Policy / Service Detail,Agreement,PROFESSIONAL_CLAIM_SERVICE,HIGH,pattern_match,20,6
Account / Policy / Service Detail,Agreement,AD_ORDER_HEADER_DETAIL,HIGH,pattern_match,11,6
Account / Policy / Service Detail,Agreement,ACCOUNT_METRIC,HIGH,pattern_match,8,5
Account / Policy / Service Detail,Agreement,POLICY_ASSET_COVERAGE_METRIC,HIGH,pattern_match,16,5
Account / Policy / Service Detail,Agreement,POLICY_COVERAGE_METRIC,HIGH,pattern_match,15,5
Account / Policy / Service Detail,Agreement,POLICY_INSURABLE_COVERAGE_METRIC,HIGH,pattern_match,16,5
Account / Policy / Service Detail,Agreement,POLICY_INSURABLE_INTEREST,HIGH,pattern_match,5,5
Account / Policy / Service Detail,Agreement,POLICY_PARTY_COVERAGE_METRIC,HIGH,pattern_match,17,5
Account / Policy / Service Detail,Agreement,CLAIM_SERVICE_AMOUNT,HIGH,pattern_match,9,5
Account / Policy / Service Detail,Agreement,PARTY_CLAIM_SERVICE,HIGH,pattern_match,8,5
Account / Policy / Service Detail,Agreement,PARTY_CLAIM_SERVICE_DIAGNOSIS_AMOUNT,HIGH,pattern_match,14,5
Account / Policy / Service Detail,Agreement,PROFESSIONAL_CLAIM_SERVICE_DRUG,HIGH,pattern_match,14,5
Account / Policy / Service Detail,Agreement,GL_MAIN_ACCOUNT_SCHEME_TYPE,HIGH,pattern_match,5,4
Account / Policy / Service Detail,Agreement,POLICY_INSURABLE_COVERAGE_PARTY_METRIC,HIGH,pattern_match,17,4
Account / Policy / Service Detail,Agreement,CLAIM_AUTHORIZATION_SERVICE,HIGH,pattern_match,6,4
Account / Policy / Service Detail,Agreement,CLAIM_AUTHORIZATION_SERVICE_AMOUNT,HIGH,pattern_match,8,4
Account / Policy / Service Detail,Agreement,CLAIM_SERVICE_COVERAGE_AMOUNT,HIGH,pattern_match,10,4
Account Status (open closed active / domant /inactive / closure reason ),Agreement,CHART_OF_ACCOUNTS_CODE,HIGH,pattern_match,5,24
Account Status (open closed active / domant /inactive / closure reason ),Agreement,ACCOUNT,HIGH,exact_match,13,13
Account Status (open closed active / domant /inactive / closure reason ),Agreement,INTERACTIVE_DEVICE,HIGH,pattern_match,11,9
Account Status (open closed active / domant /inactive / closure reason ),Agreement,GL_MAIN_ACCOUNT,HIGH,pattern_match,9,8
Account Status (open closed active / domant /inactive / closure reason ),Agreement,GL_MAIN_ACCOUNT_CLASS_VALUE,HIGH,pattern_match,10,6
Account Status (open closed active / domant /inactive / closure reason ),Agreement,AGREEMENT_STATUS_TYPE,HIGH,pattern_match,3,6
Account Status (open closed active / domant /inactive / closure reason ),Agreement,ACCOUNT_METRIC,HIGH,pattern_match,8,5
Account Status (open closed active / domant /inactive / closure reason ),Agreement,GL_MAIN_ACCOUNT_SCHEME_TYPE,HIGH,pattern_match,5,4
Account Status (open closed active / domant /inactive / closure reason ),Agreement,AGREEMENT_STATUS,HIGH,pattern_match,5,4
Account Status (open closed active / domant /inactive / closure reason ),Agreement,AP_INVOICE_LINE_STATUS,HIGH,pattern_match,6,4
Account Status (open closed active / domant /inactive / closure reason ),Agreement,ASSOCIATE_STATUS,HIGH,pattern_match,5,4
Account Status (open closed active / domant /inactive / closure reason ),Agreement,BASEL_DEFAULT_STATUS_PARAMETER,HIGH,pattern_match,10,4
Account Status (open closed active / domant /inactive / closure reason ),Agreement,INVOICE_STATUS,HIGH,pattern_match,5,4
Account Status (open closed active / domant /inactive / closure reason ),Agreement,PARTY_STATUS,HIGH,pattern_match,5,4
Account Status (open closed active / domant /inactive / closure reason ),Agreement,PO_DELIVERY_RELEASE_STATUS,HIGH,pattern_match,6,4
Account Status (open closed active / domant /inactive / closure reason ),Agreement,PURCHASE_REQUISITION_LINE_STATUS,HIGH,pattern_match,6,4
Account Status (open closed active / domant /inactive / closure reason ),Agreement,PURCHASE_REQUISITION_STATUS,HIGH,pattern_match,5,4
Account Status (open closed active / domant /inactive / closure reason ),Agreement,SERVICE_REQUEST_STATUS,HIGH,pattern_match,5,4
Account Status (open closed active / domant /inactive / closure reason ),Agreement,VENDOR_PO_LINE_STATUS_ASSIGNMENT,HIGH,pattern_match,6,4
Account Status (open closed active / domant /inactive / closure reason ),Agreement,VENDOR_PO_STATUS,HIGH,pattern_match,2,4
Account Status (open closed active / domant /inactive / closure reason ),Agreement,VENDOR_PO_STATUS_ASSIGN,HIGH,pattern_match,5,4
Account Status (open closed active / domant /inactive / closure reason ),Agreement,LIMIT_CHANGE_REASON_TYPE,HIGH,pattern_match,2,4
Account Status (open closed active / domant /inactive / closure reason ),Agreement,RISK_ADJUSTMENT_REASON_TYPE,HIGH,pattern_match,2,4
Account Status (open closed active / domant /inactive / closure reason ),Agreement,VENDOR_PO_REASON,HIGH,pattern_match,2,4
Account Status (open closed active / domant /inactive / closure reason ),Agreement,ACCOUNTING_CURRENCY,HIGH,pattern_match,5,3
Account Status (open closed active / domant /inactive / closure reason ),Agreement,EXPENSE_ACCOUNT_COST_TYPE_XREF,HIGH,pattern_match,3,3
Account Status (open closed active / domant /inactive / closure reason ),Agreement,GL_MAIN_ACCOUNT_CLASS_XREF,HIGH,pattern_match,5,3
Account Status (open closed active / domant /inactive / closure reason ),Agreement,PARTY_ACCOUNT,HIGH,pattern_match,5,3
Account Status (open closed active / domant /inactive / closure reason ),Agreement,PAYMENT_INSTRUCTION_ACCOUNT,HIGH,pattern_match,3,3
Account Status (open closed active / domant /inactive / closure reason ),Agreement,REVENUE_ACCOUNT_REVENUE_TYPE_XREF,HIGH,pattern_match,3,3
Account Terms & Conditions,Agreement,CHART_OF_ACCOUNTS_CODE,HIGH,pattern_match,5,24
Account Terms & Conditions,Agreement,ACCOUNT,HIGH,exact_match,13,13
Account Terms & Conditions,Agreement,GL_MAIN_ACCOUNT,HIGH,pattern_match,9,8
Account Terms & Conditions,Agreement,GL_MAIN_ACCOUNT_CLASS_VALUE,HIGH,pattern_match,10,6
Account Terms & Conditions,Agreement,ACCOUNT_METRIC,HIGH,pattern_match,8,5
Account Terms & Conditions,Agreement,GL_MAIN_ACCOUNT_SCHEME_TYPE,HIGH,pattern_match,5,4
Account Terms & Conditions,Agreement,ACCOUNTING_CURRENCY,HIGH,pattern_match,5,3
Account Terms & Conditions,Agreement,EXPENSE_ACCOUNT_COST_TYPE_XREF,HIGH,pattern_match,3,3
Account Terms & Conditions,Agreement,GL_MAIN_ACCOUNT_CLASS_XREF,HIGH,pattern_match,5,3
Account Terms & Conditions,Agreement,PARTY_ACCOUNT,HIGH,pattern_match,5,3
Account Terms & Conditions,Agreement,PAYMENT_INSTRUCTION_ACCOUNT,HIGH,pattern_match,3,3
Account Terms & Conditions,Agreement,REVENUE_ACCOUNT_REVENUE_TYPE_XREF,HIGH,pattern_match,3,3
Account Terms & Conditions,Agreement,SEARCH_ENGINE_SYSTEM_ACCOUNT,HIGH,pattern_match,8,3
Account Terms & Conditions,Agreement,AGREEMENT_CHART_OF_ACCOUNTS,HIGH,pattern_match,5,2
Account Terms & Conditions,Agreement,AGREEMENT_GROUP_CHART_OF_ACCOUNTS,HIGH,pattern_match,5,2
Account Terms & Conditions,Agreement,BALANCE_SHEET_GL_MAIN_ACCOUNT,HIGH,pattern_match,2,2
Account Terms & Conditions,Agreement,CHART_OF_ACCOUNTS_CODE_TO_SEGMENT,HIGH,pattern_match,6,2
Account Terms & Conditions,Agreement,DEPRECIABLE_ASSET_ACCOUNT_PAYABLE,HIGH,pattern_match,2,2
Account Terms & Conditions,Agreement,EXPENSE_ACCOUNT,HIGH,pattern_match,1,2
Account Terms & Conditions,Agreement,GL_ACCOUNT_COA_CODE_SEGMENT,HIGH,pattern_match,4,2
Account Terms & Conditions,Agreement,GL_MAIN_ACCOUNT_SEGMENT,HIGH,pattern_match,1,2
Account Terms & Conditions,Agreement,GL_MAIN_ACCOUNT_SET_OF_BOOKS_XREF,HIGH,pattern_match,4,2
Account Terms & Conditions,Agreement,GL_MAIN_ACCOUNT_STATUS,HIGH,pattern_match,3,2
Account Terms & Conditions,Agreement,INCOME_STATEMENT_GL_MAIN_ACCOUNT_TYPE,HIGH,pattern_match,2,2
Account Terms & Conditions,Agreement,INTANGIBLE_ASSET_ACCOUNT,HIGH,pattern_match,3,2
Account Terms & Conditions,Agreement,PROJECT_TASK_CHART_OF_ACCOUNTS,HIGH,pattern_match,8,2
Account Terms & Conditions,Agreement,REVENUE_ACCOUNT,HIGH,pattern_match,1,2
Account Terms & Conditions,Agreement,SEARCH_ENGINE_ACCOUNT_CAMPAIGN_XREF,HIGH,pattern_match,2,2
Account Terms & Conditions,Agreement,TRANSACTION_ACCOUNT,HIGH,pattern_match,2,2
Account Terms & Conditions,Agreement,ACCOUNTING_TYPE,HIGH,pattern_match,2,1
Account Feature Usage,Agreement,FEATURE,HIGH,exact_match,8,71
Account Feature Usage,Agreement,CHART_OF_ACCOUNTS_CODE,HIGH,pattern_match,5,24
Account Feature Usage,Agreement,PRODUCT_FEATURE,HIGH,pattern_match,11,17
Account Feature Usage,Agreement,ACCOUNT,HIGH,exact_match,13,13
Account Feature Usage,Agreement,FEATURE_GROUP,HIGH,pattern_match,8,9
Account Feature Usage,Agreement,GL_MAIN_ACCOUNT,HIGH,pattern_match,9,8
Account Feature Usage,Agreement,AGREEMENT_FEATURE,HIGH,pattern_match,16,8
Account Feature Usage,Agreement,AGREEMENT_FEATURE_ROLE_TYPE,HIGH,pattern_match,2,8
Account Feature Usage,Agreement,GL_MAIN_ACCOUNT_CLASS_VALUE,HIGH,pattern_match,10,6
Account Feature Usage,Agreement,FEATURE_CLASS_VALUE,HIGH,pattern_match,10,6
Account Feature Usage,Agreement,PRIVACY_DATA_USAGE,HIGH,pattern_match,2,6
Account Feature Usage,Agreement,ACCOUNT_METRIC,HIGH,pattern_match,8,5
Account Feature Usage,Agreement,AGREEMENT_INSURED_ASSET_FEATURE,HIGH,pattern_match,14,5
Account Feature Usage,Agreement,AGREEMENT_PRODUCT_FEATURE,HIGH,pattern_match,16,5
Account Feature Usage,Agreement,APPLICATION_FEATURE,HIGH,pattern_match,12,5
Account Feature Usage,Agreement,COVERAGE_FEATURE,HIGH,pattern_match,3,5
Account Feature Usage,Agreement,PRODUCT_FEATURE_ELIGIBILITY_TYPE,HIGH,pattern_match,3,5
Account Feature Usage,Agreement,PRODUCT_PACKAGE_FEATURE,HIGH,pattern_match,6,5
Account Feature Usage,Agreement,QUOTATION_FEATURE,HIGH,pattern_match,12,5
Account Feature Usage,Agreement,GL_MAIN_ACCOUNT_SCHEME_TYPE,HIGH,pattern_match,5,4
Account Feature Usage,Agreement,AGREEMENT_FEATURE_METRIC,HIGH,pattern_match,12,4
Account Feature Usage,Agreement,AGREEMENT_FEATURE_RELATED,HIGH,pattern_match,15,4
Account Feature Usage,Agreement,AGREEMENT_PRODUCT_FEATURE_RELATED,HIGH,pattern_match,16,4
Account Feature Usage,Agreement,APPLICATION_FEATURE_RELATED,HIGH,pattern_match,15,4
Account Feature Usage,Agreement,FEATURE_CLASS_SCHEME_TYPE,HIGH,pattern_match,5,4
Account Feature Usage,Agreement,FEATURE_DEMOGRAPHIC_ELIGIBILITY,HIGH,pattern_match,6,4
Account Feature Usage,Agreement,FEATURE_GROUP_METRIC,HIGH,pattern_match,7,4
Account Feature Usage,Agreement,FEATURE_RISK_GRADE_ELIGIBILITY_RULE,HIGH,pattern_match,6,4
Account Feature Usage,Agreement,PRODUCT_FEATURE_DEMOGRAPHIC_ELIGIBILITY,HIGH,pattern_match,9,4
Account Feature Usage,Agreement,PRODUCT_FEATURE_PERIL,HIGH,pattern_match,7,4
"Application Data (New Customer, New Product)",Agreement,PRODUCT,HIGH,exact_match,12,88
"Application Data (New Customer, New Product)",Agreement,PRODUCT_GROUP,HIGH,pattern_match,8,43
"Application Data (New Customer, New Product)",Agreement,INVESTMENT_PRODUCT,HIGH,pattern_match,11,33
"Application Data (New Customer, New Product)",Agreement,APPLICATION,HIGH,exact_match,13,32
"Application Data (New Customer, New Product)",Agreement,DATA_SOURCE_TYPE,HIGH,pattern_match,2,27
"Application Data (New Customer, New Product)",Agreement,ONLINE_APPLICATION_ACCESS,HIGH,pattern_match,22,20
"Application Data (New Customer, New Product)",Agreement,PRODUCT_FEATURE,HIGH,pattern_match,11,17
"Application Data (New Customer, New Product)",Agreement,ONLINE_APPLICATION_PROGRAM,HIGH,pattern_match,7,13
"Application Data (New Customer, New Product)",Agreement,TRADE_SETTLEMENT_PRODUCT_GROUP,HIGH,pattern_match,13,10
"Application Data (New Customer, New Product)",Agreement,PORTFOLIO_PRODUCT_AGREEMENT_HOLDING,HIGH,pattern_match,10,9
"Application Data (New Customer, New Product)",Agreement,ONLINE_APPLICATION_PROGRAM_VERSION,HIGH,pattern_match,2,8
"Application Data (New Customer, New Product)",Agreement,PRODUCT_PARTY,HIGH,pattern_match,5,8
"Application Data (New Customer, New Product)",Agreement,OPTION_PRODUCT,HIGH,pattern_match,13,7
"Application Data (New Customer, New Product)",Agreement,PORTFOLIO_PRODUCT_HOLDING,HIGH,pattern_match,7,7
"Application Data (New Customer, New Product)",Agreement,PRIVACY_DATA_USAGE,HIGH,pattern_match,2,6
"Application Data (New Customer, New Product)",Agreement,AGREEMENT_PRODUCT,HIGH,pattern_match,5,6
"Application Data (New Customer, New Product)",Agreement,PRODUCT_CLASS_VALUE,HIGH,pattern_match,10,6
"Application Data (New Customer, New Product)",Agreement,PRODUCT_GROUP_METRIC,HIGH,pattern_match,11,6
"Application Data (New Customer, New Product)",Agreement,PRODUCT_IDENTIFICATION,HIGH,pattern_match,6,6
"Application Data (New Customer, New Product)",Agreement,APPLICATION_FEATURE,HIGH,pattern_match,12,5
"Application Data (New Customer, New Product)",Agreement,APPLICATION_FORM,HIGH,pattern_match,4,5
"Application Data (New Customer, New Product)",Agreement,APPLICATION_UNDERWRITE_REQUIREMENT,HIGH,pattern_match,3,5
"Application Data (New Customer, New Product)",Agreement,ONLINE_APPLICATION_PROGRAM_GENRE,HIGH,pattern_match,9,5
"Application Data (New Customer, New Product)",Agreement,ONLINE_APPLICATION_PROGRAM_TRAIT_VALUE,HIGH,pattern_match,8,5
"Application Data (New Customer, New Product)",Agreement,AGREEMENT_PRODUCT_FEATURE,HIGH,pattern_match,16,5
"Application Data (New Customer, New Product)",Agreement,PRODUCT_FEATURE_ELIGIBILITY_TYPE,HIGH,pattern_match,3,5
"Application Data (New Customer, New Product)",Agreement,PRODUCT_METRIC,HIGH,pattern_match,12,5
"Application Data (New Customer, New Product)",Agreement,PRODUCT_PACKAGE_FEATURE,HIGH,pattern_match,6,5
"Application Data (New Customer, New Product)",Agreement,PRODUCT_RISK_GRADE,HIGH,pattern_match,6,5
"Application Data (New Customer, New Product)",Agreement,APPLICATION_FEATURE_RELATED,HIGH,pattern_match,15,4
Coverage (insurance),Agreement,CLAIM_COVERAGE,HIGH,pattern_match,3,9
Coverage (insurance),Agreement,POLICY_INSURABLE_COVERAGE,HIGH,pattern_match,7,7
Coverage (insurance),Agreement,CLAIM_COVERAGE_AMOUNT,HIGH,pattern_match,6,5
Coverage (insurance),Agreement,CLAIM_COVERAGE_INSURABLE_INTEREST,HIGH,pattern_match,3,5
Coverage (insurance),Agreement,COVERAGE_FEATURE,HIGH,pattern_match,3,5
Coverage (insurance),Agreement,INSURANCE_COVERAGE_TYPE,HIGH,pattern_match,3,5
Coverage (insurance),Agreement,POLICY_ASSET_COVERAGE_METRIC,HIGH,pattern_match,16,5
Coverage (insurance),Agreement,POLICY_COVERAGE_METRIC,HIGH,pattern_match,15,5
Coverage (insurance),Agreement,POLICY_INSURABLE_COVERAGE_METRIC,HIGH,pattern_match,16,5
Coverage (insurance),Agreement,POLICY_PARTY_COVERAGE_METRIC,HIGH,pattern_match,17,5
Coverage (insurance),Agreement,AGREEMENT_COVERAGE_EVENT,HIGH,pattern_match,9,4
Coverage (insurance),Agreement,CLAIM_COVERAGE_INSURABLE_INTEREST_AMOUNT,HIGH,pattern_match,9,4
Coverage (insurance),Agreement,CLAIM_SERVICE_COVERAGE_AMOUNT,HIGH,pattern_match,10,4
Coverage (insurance),Agreement,POLICY_INSURABLE_COVERAGE_PARTY_METRIC,HIGH,pattern_match,17,4
Coverage (insurance),Agreement,CLAIM_COVERAGE_ADJUDICATION,HIGH,pattern_match,3,3
Coverage (insurance),Agreement,CLAIM_COVERAGE_ADJUDICATION_AMOUNT,HIGH,pattern_match,6,3
Coverage (insurance),Agreement,CLAIM_COVERAGE_INSURABLE_INTEREST_REINSURANCE,HIGH,pattern_match,4,3
Coverage (insurance),Agreement,CLAIM_COVERAGE_STATUS,HIGH,pattern_match,5,3
Coverage (insurance),Agreement,CLAIM_COVERAGE_TEXT,HIGH,pattern_match,5,3
Coverage (insurance),Agreement,CLAIM_SERVICE_COVERAGE,HIGH,pattern_match,5,3
Coverage (insurance),Agreement,OTHER_PARTY_INSURANCE_COVERAGE,HIGH,pattern_match,9,3
Coverage (insurance),Agreement,PARTY_ASSET_INSURANCE_COVERAGE,HIGH,pattern_match,9,3
Coverage (insurance),Agreement,POLICY_INSURABLE_COVERAGE_PARTY,HIGH,pattern_match,9,3
Coverage (insurance),Agreement,CLAIM_COVERAGE_COST_RECOVERY,HIGH,pattern_match,8,2
Coverage (insurance),Agreement,CLAIM_COVERAGE_LEGAL_ACTION,HIGH,pattern_match,3,2
Coverage (insurance),Agreement,CLAIM_COVERAGE_SCORE,HIGH,pattern_match,5,2
Coverage (insurance),Agreement,CLAIM_COVERAGE_TEXT_SECTION,HIGH,pattern_match,5,2
Coverage (insurance),Agreement,FEATURE_UNIFIED_COVERAGE,HIGH,pattern_match,4,2
Coverage (insurance),Agreement,POLICY_INSURABLE_INTEREST_COVERAGE_STATUS,HIGH,pattern_match,10,2
Coverage (insurance),Agreement,REINSURANCE_UNDERLYING_COVERAGE,HIGH,pattern_match,9,2
Account Balances,Agreement,AGREEMENT_BALANCE_TYPE_METRIC,HIGH,pattern_match,11,6
Account Balances,Agreement,ACCOUNT_METRIC,HIGH,exact_match,8,5
Account Balances,Agreement,PARTY_AGREEMENT_BALANCE_SUMMARY,HIGH,pattern_match,9,2
Account Balances,Agreement,AGREEMENT_SUMMARY,HIGH,exact_match,44,2
Account Balances,Agreement,ACCOUNT_METRIC_TYPE,HIGH,pattern_match,2,1
Account Balances,Agreement,DRUG_NDC__GEO,MEDIUM,keyword_match,14,10
