"Parent_Entity","Child_Entity","Cardinality","FK_Columns","Relationship_Type"
"DAY_OF_WEEK","CUSTOM_CALENDAR","0:M","","association"
"DAY_OF_WEEK","DAYPART_HOURS","0:M","","association"
"DAY_OF_WEEK","DIGITAL_PLACEMENT_XREF","0:M","","association"
"DAY_OF_WEEK","GREGORIAN_DATE","0:M","","association"
"DAY_OF_WEEK","ONLINE_APPLICATION_RATING_DAYPART","0:M","","association"
"DAY_OF_WEEK","ORDER_PLACEMENT_DAYPART","0:M","","association"
"DAY_OF_WEEK","ORDER_PLACEMENT_DISPLAY_TIME","0:M","","association"
"DAY_OF_WEEK","SITE_BUSINESS_HOURS","0:M","","association"
"DAY_OF_WEEK","SITE_DAY_OF_WEEK_HOURS","0:M","","association"
"DAY_OF_WEEK","WORK_SHIFT_DAY_OF_WEEK_HOURS","0:M","","association"
"DEAL_COMPLETE_DAY_TYPE","OPPORTUNITY","0:M","","association"
"DEA_DRUG_CLASSIFICATION__GEO","DRUG_NDC__GEO","0:M","","association"
"DEA_SCHEDULE__GEO","DEA_DRUG_CLASSIFICATION__GEO","0:M","","association"
"DEBIT_CREDIT_TYPE","FINANCIAL_EVENT","0:M","","association"
"DEBT_RECEIVABLE_AGREEMENT_TYPE","PURCHASED_RECEIVABLE_ISSUER_AGREEMENT","0:M","","association"
"DECISION_LEVEL_TYPE","OPPORTUNITY","0:M","","association"
"DEFAULT_OCCURRENCE","DEFAULT_RECOVERY","0:1","","association"
"DEFAULT_OCCURRENCE","DEFAULT_RECOVERY_ITEM","0:M","","association"
"DEFAULT_OUTCOME_TYPE","DEFAULT_OCCURRENCE","0:M","","association"
"DEFAULT_REASON_TYPE","DEFAULT_OCCURRENCE","0:M","","association"
"DEFAULT_RECOVERY_ITEM","DEFAULT_RECOVERY_ITEM_STATUS","0:M","","association"
"DEFAULT_RECOVERY_ITEM","DEFAULT_RECOVERY_METRIC","0:M","","association"
"DEFAULT_RECOVERY_METRIC_TYPE","DEFAULT_RECOVERY_METRIC","0:M","","association"
"DEGREE_DAYS_DAILY","DEGREE_DAYS_INTRADAY","0:M","","association"
"DELIVERY_STATUS","ADDRESS_DELIVERY_STATUS","0:M","","association"
"DEMOGRAPHIC","CHANNEL_DEMOGRAPHIC","0:M","","association"
"DEMOGRAPHIC","DEMOGRAPHIC_VALUE","0:M","","association"
"DEMOGRAPHIC","FEATURE_DEMOGRAPHIC_ELIGIBILITY","0:M","","association"
"DEMOGRAPHIC","LOCATOR_DEMOGRAPHIC","0:M","","association"
"DEMOGRAPHIC","MARKET_SEGMENT_DEMOGRAPHIC","0:M","","association"
"DEMOGRAPHIC","PARTY_APPLICATION_DEMOGRAPHIC","0:M","","association"
"DEMOGRAPHIC","PARTY_DEMOGRAPHIC","0:M","","association"
"DEMOGRAPHIC","PARTY_GROUP_DEMOGRAPHIC","0:M","","association"
"DEMOGRAPHIC","PRODUCT_DEMOGRAPHIC","0:M","","association"
"DEMOGRAPHIC","PRODUCT_DEMOGRAPHIC_ELIGIBILITY","0:M","","association"
"DEMOGRAPHIC","PRODUCT_FEATURE_DEMOGRAPHIC_ELIGIBILITY","0:M","","association"
"DEMOGRAPHIC","SOCIAL_NETWORK_PROFILE","0:M","","association"
"DEMOGRAPHIC_GROUP","DEMOGRAPHIC","0:M","","association"
"DEMOGRAPHIC_VALUE","CHANNEL_DEMOGRAPHIC","0:M","","association"
"DEMOGRAPHIC_VALUE","FEATURE_DEMOGRAPHIC_ELIGIBILITY","0:M","","association"
"DEMOGRAPHIC_VALUE","LOCATOR_DEMOGRAPHIC","0:M","","association"
"DEMOGRAPHIC_VALUE","MARKET_SEGMENT_DEMOGRAPHIC","0:M","","association"
"DEMOGRAPHIC_VALUE","ONLINE_APPLICATION_ACCESS_SEGMENT_DEMOGRAPHIC","0:M","","association"
"DEMOGRAPHIC_VALUE","ORDER_PLACEMENT_DEMOGRAPHIC","0:M","","association"
"DEMOGRAPHIC_VALUE","PARTY_APPLICATION_DEMOGRAPHIC","0:M","","association"
"DEMOGRAPHIC_VALUE","PARTY_DEMOGRAPHIC","0:M","","association"
"DEMOGRAPHIC_VALUE","PARTY_GROUP_DEMOGRAPHIC","0:M","","association"
"DEMOGRAPHIC_VALUE","PRODUCT_DEMOGRAPHIC","0:M","","association"
"DEMOGRAPHIC_VALUE","PRODUCT_DEMOGRAPHIC_ELIGIBILITY","0:M","","association"
"DEMOGRAPHIC_VALUE","PRODUCT_FEATURE_DEMOGRAPHIC_ELIGIBILITY","0:M","","association"
"DEMOGRAPHIC_VALUE","SOCIAL_NETWORK_PROFILE","0:M","","association"
"DENTAL_CLAIM","DENTAL_CLAIM_TOOTH","0:M","","association"
"DENTAL_CLAIM_SERVICE","DENTAL_SERVICE_ORAL_CAVITY","0:M","","association"
"DENTAL_CLAIM_SERVICE","DENTAL_SERVICE_TOOTH","0:M","","association"
"DENTAL_PLACEMENT_STATUS","DENTAL_CLAIM_SERVICE","0:M","","association"
"DENTAL_REPLACEMENT_REASON_TYPE","DENTAL_CLAIM_SERVICE","0:M","","association"
"DEPOSIT_BOX_SIZE_TYPE","SAFE_DEPOSIT_AGREEMENT","0:M","","association"
"DEPOSIT_MATURITY_SUBTYPE","DEPOSIT_AGREEMENT","0:M","","association"
"DEPOSIT_OWNERSHIP_TYPE","DEPOSIT_AGREEMENT","0:M","","association"
"DEPOSIT_SLIP_TRANSACTION_TYPE","DEPOSIT_SLIP","0:M","","association"
"DEPRECIABLE_ASSET_ACCOUNT","DEPRECIABLE_ASSET_ACCOUNT_PAYABLE","0:M","","association"
"DEPRECIABLE_ASSET_TYPE","DEPRECIABLE_FIXED_ASSET","0:M","","association"
"DEPRECIABLE_FIXED_ASSET","DEPRECIABLE_ASSET_DEPRECIATION","0:M","","association"
"DEPRECIATION_METHOD_TYPE","DEPRECIABLE_ASSET_DEPRECIATION","0:M","","association"
"DEPRECIATION_METHOD_TYPE","DEPRECIATION_AMOUNT","0:M","","association"
"DERIVATIVE_NOTIONAL_CHANGE_TYPE","TRADE_EXECUTION","0:M","","association"
"DERIVATIVE_SUBTYPE","DERIVATIVE_AGREEMENT","0:M","","association"
"DERIVATIVE_UNDERLYING_PRODUCT_TYPE","DERIVATIVE_AGREEMENT","0:M","","association"
"DERIVED_WEATHER","WEATHER_NORMALS_PERIODIC","0:M","","association"
"DESCRIPTIVE_FEATURE_TYPE","DESCRIPTIVE_FEATURE","0:M","","association"
"DESIGNATED_MARKET_AREA__GEO","BROWSER_GEOGRAPHIC_ADDRESS_INFORMATION","0:M","","association"
"DESIGNATED_MARKET_AREA__GEO","INTERNET_PROTOCOL_ADDRESS_GEOGRAPHICAL_MAP","0:M","","association"
"DESIGNATED_MARKET_AREA__GEO","ONLINE_APPLICATION_ACCESS","0:M","","association"
"DIAGNOSIS_CLASSIFICATION_TYPE","DIAGNOSIS_CODE","0:M","","association"
"DIAGNOSIS_CODE","CLAIM_AUTHORIZATION_DIAGNOSIS_CODE","0:M","","association"
"DIAGNOSIS_CODE","CLAIM_DIAGNOSIS_CODE","0:M","","association"
"DIAGNOSIS_CODE","CLAIM_SERVICE_DIAGNOSIS_CODE","0:M","","association"
"DIAGNOSIS_CODE","DIAGNOSIS_CODE_SERVICE_XREF","0:M","","association"
"DIAGNOSIS_CODE","DIAGNOSIS_CODE_XREF","0:M","","association"
"DIAGNOSIS_CODE","PARTY_CLAIM_SERVICE_DIAGNOSIS_AMOUNT","0:M","","association"
"DIAGNOSIS_CODE_LEVEL_TYPE","CLAIM_AUTHORIZATION_DIAGNOSIS_CODE","0:M","","association"
"DIAGNOSIS_CODE_LEVEL_TYPE","CLAIM_DIAGNOSIS_CODE","0:M","","association"
"DIAGNOSIS_CODE_LEVEL_TYPE","CLAIM_SERVICE_DIAGNOSIS_CODE","0:M","","association"
"DIAGNOSIS_RELATED_GROUP","INPATIENT_INSTITUTIONAL_CLAIM_is_repriced","0:M","","association"
"DIAGNOSIS_RELATED_GROUP","INPATIENT_INSTITUTIONAL_CLAIM_is_submitted","0:M","","association"
"DIGITAL_ITEM","ITEM_TRANSFER","0:M","","association"
"DIGITAL_PLACEMENT","DIGITAL_PLACEMENT_SUMMARY","0:M","","association"
"DIGITAL_PLACEMENT","DIGITAL_PLACEMENT_XREF","0:M","","association"
"DIGITAL_PLACEMENT_SUBTYPE","DIGITAL_PLACEMENT","0:M","","association"
"DIGITAL_PLACEMENT_SUBTYPE","DIGITAL_REQUEST_PLACEMENT","0:M","","association"
"DIGITAL_REQUEST_PLACEMENT","REFERRAL_WEB_AD","0:M","","association"
"DIGITAL_REQUEST_PLACEMENT","WEB_AD_PLACEMENT_SUMMARY","0:M","","association"
"DIGITAL_REQUEST_PLACEMENT","WEB_AD_PLACEMENT_TEXT","0:M","","association"
"DIRECTION_TYPE","FILE_TRANSFER","0:M","","association"
"DIRECTION_TYPE","ROADWAY","0:M","","association"
"DIRECTION_TYPE","STREET_ADDRESS_DETAIL","0:M","","association"
"DIRECT_CONTACT_TYPE","DIRECT_CONTACT_EVENT","0:M","","association"
"DIRECT_EARNING_SUBTYPE","DIRECT_EARNING","0:M","","association"
"DIRECT_PAY_ELEMENT_FIXED_TYPE","DIRECT_PAY_ELEMENT_FIXED","0:M","","association"
"DIRECT_PAY_ELEMENT_TYPE","DIRECT_PAY_ELEMENT","0:M","","association"
"DISPENSE_TYPE","PHARMACY_CLAIM_SERVICE","0:M","","association"
"DISPENSING_FORM_TYPE","PHARMACY_CLAIM_SERVICE_DRUG","0:M","","association"
"DISPENSING_STATUS","PHARMACY_CLAIM_SERVICE","0:M","","association"
"DISTRICT_JAPAN","BLOCK_JAPAN","0:M","","association"
"DISTRICT_JAPAN","STREET_ADDRESS_JAPAN","0:M","","association"
"DIVIDEND_EQUITY_ACCOUNT_TYPE","DIVIDEND_EQUITY_ACCOUNT","1:M","","association"
"DIVIDEND_TYPE","DIVIDEND_DECLARE_EVENT","0:M","","association"
"DOCUMENT","AGREEMENT_DOCUMENT","0:M","","association"
"DOCUMENT","ANALYTICAL_MODEL_DOCUMENT","0:M","","association"
"DOCUMENT","APPLICATION_DOCUMENT","0:M","","association"
"DOCUMENT","CASE_DOCUMENT","0:M","","association"
"DOCUMENT","CLAIM_AUTHORIZATION_ATTACHMENT","0:M","","association"
"DOCUMENT","CLAIM_DOCUMENT","0:M","","association"
"DOCUMENT","COMMUNICATION_COLLATERAL","0:1","","association"
"DOCUMENT","DOCUMENT_GROUP_XREF","0:M","","association"
"DOCUMENT","DOCUMENT_RELATED_is_related_to","0:M","","association"
"DOCUMENT","DOCUMENT_RELATED_is_related_with","0:M","","association"
"DOCUMENT","DOCUMENT_SITE","0:M","","association"
"DOCUMENT","DOCUMENT_STATUS","0:M","","association"
"DOCUMENT","DOCUMENT_TEXT_SECTION","0:1","","association"
"DOCUMENT","EVENT_DOCUMENT","0:M","","association"
"DOCUMENT","GRIEVANCE_PROCEDURE","0:M","","association"
"DOCUMENT","LABOR_GRIEVANCE_DOCUMENT","0:M","","association"
"DOCUMENT","LEGAL_ACTION_DOCUMENT","0:M","","association"
"DOCUMENT","MICROSITE_DOCUMENT_XREF","0:M","","association"
"DOCUMENT","OPPORTUNITY_DOCUMENT","0:M","","association"
"DOCUMENT","PARTY_ASSET_DOCUMENT","0:M","","association"
"DOCUMENT","PARTY_CREDIT_REPORT","0:1","","association"
"DOCUMENT","PARTY_DOCUMENT","0:M","","association"
"DOCUMENT","PARTY_IDENTIFICATION_DOCUMENT","0:M","","association"
"DOCUMENT","PARTY_INFORMATION_DOCUMENT","0:M","","association"
"DOCUMENT","PRODUCT_DOCUMENT","0:M","","association"
"DOCUMENT","STEP_SPECIFICATION_STANDARD","0:M","","association"
"DOCUMENT","WEB_DOCUMENT_EVENT","0:M","","association"
"DOCUMENT_FORMAT_TYPE","DOCUMENT","0:M","","association"
"DOCUMENT_GROUP","DOCUMENT_GROUP_XREF","0:M","","association"
"DOCUMENT_GROUP_TYPE","DOCUMENT_GROUP","0:M","","association"
"DOCUMENT_IMAGE_SOURCE_TYPE","CHECK_IMAGE","0:M","","association"
"DOCUMENT_IMAGE_SOURCE_TYPE","DEPOSIT_SLIP","0:M","","association"
"DOCUMENT_IMAGE_TYPE","CHECK_IMAGE","0:M","","association"
"DOCUMENT_IMAGE_TYPE","DEPOSIT_SLIP","0:M","","association"
"DOCUMENT_PRODUCTION_CYCLE_TYPE","AGREEMENT","0:M","","association"
"DOCUMENT_PRODUCTION_CYCLE_TYPE","DOCUMENT","0:M","","association"
"DOCUMENT_PRODUCTION_CYCLE_TYPE","FINANCIAL_EVENT","0:M","","association"
"DOCUMENT_RELATED_TYPE","DOCUMENT_RELATED","0:M","","association"
"DOCUMENT_STATUS_TYPE","DOCUMENT_STATUS","0:M","","association"
"DOCUMENT_SUBTYPE","DOCUMENT","0:M","","association"
"DOCUMENT_TYPE","DOCUMENT","0:M","","association"
"DOCUMENT_TYPE","DOCUMENT_TYPE","0:M","","association"
"DOCUMENT_TYPE","NEXT_ACTIVITY","0:M","","association"
"DOMAIN_ROOT_TYPE","ELECTRONIC_ADDRESS","0:M","","association"
"DOMESTIC_FOREIGN_TYPE","TRADE_EVENT_SETTLE_INSTRUCTION","0:M","","association"
"DOMESTIC_FOREIGN_TYPE","TRADE_SETTLEMENT_INSTRUCTION","0:M","","association"
"DOMESTIC_FOREIGN_TYPE","TRADE_SETTLEMENT_PRODUCT_GROUP","0:M","","association"
"DOSAGE_FORM_TYPE","COMPOUND_DRUG_is_from_dosage","0:M","","association"
"DOSAGE_FORM_TYPE","COMPOUND_DRUG_is_to_dosage","0:M","","association"
"DOSAGE_FORM_TYPE","DRUG_NDC__GEO","0:M","","association"
"DOSAGE_FORM_TYPE","INSTITUTIONAL_CLAIM_SERVICE_DRUG","0:M","","association"
"DOSAGE_FORM_TYPE","PHARMACY_CLAIM_SERVICE_DRUG","0:M","","association"
"DOSAGE_FORM_TYPE","PROFESSIONAL_CLAIM_SERVICE_DRUG","0:M","","association"
"DOWNLOAD_FAILURE_REASON_TYPE","DOWNLOAD_EVENT","0:M","","association"
"DRAFT_TYPE","BANK_DRAFT","0:M","","association"
"DRAFT_TYPE","CHECK_EVENT","0:M","","association"
"DRIVERS_LICENSE_REVOKE_REASON","PARTY_DRIVING_LICENSE_ISSUANCE","0:M","","association"
"DRUG_NDC__GEO","DRUG_PUBLISHED_PRICE","0:M","","association"
"DRUG_NDC__GEO","FORMULARY_DRUG_NDC__GEO","0:M","","association"
"DRUG_NDC__GEO","INSTITUTIONAL_CLAIM_SERVICE_DRUG","0:M","","association"
"DRUG_NDC__GEO","PHARMACY_CLAIM_SERVICE_DRUG","0:M","","association"
"DRUG_PUBLISHED_PRICE","DRUG_MAXIMUM_ALLOWABLE_COST","0:M","","association"
"DRUG_STANDARD_PRICE_TYPE","DRUG_PUBLISHED_PRICE","0:M","","association"
"DRUG_STANDARD_PRICE_TYPE","PHARMACY_CLAIM_SERVICE_DRUG","0:M","","association"
"DRUG_TYPE","PHARMACY_CLAIM_SERVICE_DRUG","0:M","","association"
"DUNNING_LEVEL_TYPE","DUNNING_LETTER","0:M","","association"
"DWELLING_TYPE","STREET_ADDRESS","0:M","","association"
"DWELLING_TYPE","STREET_ADDRESS_JAPAN","0:M","","association"
"EARLY_AMORTIZATION_TYPE","CCF_EARLY_AMORTIZATION_PARAMETER","0:M","","association"
"EARNING_STATEMENT_TYPE","VENDOR","0:M","","association"
"ECONOMIC_MEASURE_TYPE","ASSET_VALUE","0:M","","association"
"ECONOMIC_MEASURE_TYPE","GEOGRAPHIC_ECONOMIC_MEASURE","0:M","","association"
"EDUCATION_LEVEL_TYPE","INSURANCE_AGENT","0:M","","association"
"EDUCATION_SUPPORT_TYPE","INSURANCE_AGENT","0:M","","association"
"EFFORT_LEVEL","PHARMACY_CLAIM_SERVICE","0:M","","association"
"ELECTRONIC_ADDRESS","DIGITAL_PLACEMENT","0:M","","association"
"ELECTRONIC_ADDRESS","DIGITAL_REQUEST_PLACEMENT","0:M","","association"
"ELECTRONIC_ADDRESS","ELECTRONIC_CHANNEL_INSTANCE","0:1","","association"
"ELECTRONIC_ADDRESS","EMAIL_REFERRAL","0:M","","association"
"ELECTRONIC_ADDRESS","VISITOR_INPUT","0:M","","association"
"ELECTRONIC_ADDRESS","WEB_SITE","0:1","","association"
"ELECTRONIC_ADDRESS_SUBTYPE","ELECTRONIC_ADDRESS","0:M","","association"
"ELIGIBILITY_CLARIFICATION_TYPE","PHARMACY_CLAIM_SERVICE","0:M","","association"
"ELIGIBILITY_RESTRICTION_TYPE","FEATURE_DEMOGRAPHIC_ELIGIBILITY","0:M","","association"
"ELIGIBILITY_RESTRICTION_TYPE","FEATURE_EVENT_ACTIVITY_ELIGIBILITY","0:M","","association"
"ELIGIBILITY_RESTRICTION_TYPE","FEATURE_OCCUPATION_ELIGIBILITY","0:M","","association"
"ELIGIBILITY_RESTRICTION_TYPE","FEATURE_RISK_GRADE_ELIGIBILITY_RULE","0:M","","association"
"ELIGIBILITY_RESTRICTION_TYPE","FEATURE_SCORE_MODEL_ELIGIBILITY","0:M","","association"
"ELIGIBILITY_RESTRICTION_TYPE","PRODUCT_DEMOGRAPHIC_ELIGIBILITY","0:M","","association"
"ELIGIBILITY_RESTRICTION_TYPE","PRODUCT_EVENT_ACTIVITY_ELIGIBILITY","0:M","","association"
"ELIGIBILITY_RESTRICTION_TYPE","PRODUCT_FEATURE_DEMOGRAPHIC_ELIGIBILITY","0:M","","association"
"ELIGIBILITY_RESTRICTION_TYPE","PRODUCT_FEATURE_EVENT_ACTIVITY_ELIGIBILITY","0:M","","association"
"ELIGIBILITY_RESTRICTION_TYPE","PRODUCT_FEATURE_OCCUPATION_ELIGIBILITY","0:M","","association"
"ELIGIBILITY_RESTRICTION_TYPE","PRODUCT_FEATURE_RISK_ELIGIBILITY_RULE","0:M","","association"
"ELIGIBILITY_RESTRICTION_TYPE","PRODUCT_FEATURE_SCORE_MODEL_ELIGIBILITY","0:M","","association"
"ELIGIBILITY_RESTRICTION_TYPE","PRODUCT_OCCUPATION_ELIGIBILITY","0:M","","association"
"ELIGIBILITY_RESTRICTION_TYPE","PRODUCT_RISK_GRADE_ELIGIBILITY_RULE","0:M","","association"
"ELIGIBILITY_RESTRICTION_TYPE","PRODUCT_SCORE_MODEL_ELIGIBILITY","0:M","","association"
"ELIGIBLE_RISK_MITIGANT_TYPE","COLLATERAL_ITEM","0:M","","association"
"EMAIL_AD","EMAIL_REFERRAL","0:M","","association"
"EMAIL_CLIENT_APPLICATION","EMAIL_REFERRAL","0:M","","association"
"EMPLOYMENT_BASIS_TYPE","ASSOCIATE_EMPLOYMENT_BASIS","0:M","","association"
"ENVELOPE_MESSAGE_TYPE","STATEMENT","0:M","","association"
"EQUIPMENT_TYPE","EQUIPMENT_ASSET","0:M","","association"
"EQUITY_ACCOUNT_TYPE","EQUITY_ACCOUNT","1:M","","association"
"EQUITY_BASEL_TYPE","STOCK_BOND_HOLDING","0:M","","association"
"EQUITY_FUTURES","EQUITY_FUTURES_DIVIDEND_SCHEDULE","0:1","","association"
"EQUITY_RISK_NETTED_GROUP","EQUITY_NETTED_GROUP_RISK","0:M","","association"
"ETHNICITY_TYPE","INDIVIDUAL","0:M","","association"
"EVENT","AD_ORDER_EVENT","0:M","","association"
"EVENT","AR_INVOICE","0:M","","association"
"EVENT","CAMPAIGN_CELL_RESPONSE","0:M","","association"
"EVENT","CASE_EVENT","0:M","","association"
"EVENT","CLAIM_AUTHORIZATION_EVENT","0:M","","association"
"EVENT","CLAIM_EVENT","0:M","","association"
"EVENT","CLAIM_EXPOSURE_EVENT","0:M","","association"
"EVENT","EVENT_CHANNEL_INSTANCE","0:M","","association"
"EVENT","EVENT_COST","0:M","","association"
"EVENT","EVENT_DOCUMENT","0:M","","association"
"EVENT","EVENT_EVENT_CLASS_XREF","0:M","","association"
"EVENT","EVENT_FEATURE","0:M","","association"
"EVENT","EVENT_FORECAST_METRIC","0:M","","association"
"EVENT","EVENT_GROUP_XREF","0:M","","association"
"EVENT","EVENT_LOCATOR","0:M","","association"
"EVENT","EVENT_METRIC","0:M","","association"
"EVENT","EVENT_MULTIMEDIA_OBJECT","0:M","","association"
"EVENT","EVENT_PARTY","0:M","","association"
"EVENT","EVENT_PAYMENT_INSTRUCTION","0:M","","association"
"EVENT","EVENT_PRODUCT","0:M","","association"
"EVENT","EVENT_PRODUCT_IDENTIFICATION","0:M","","association"
"EVENT","EVENT_RELATED_is_related_to","0:M","","association"
"EVENT","EVENT_RELATED_is_related_with","0:M","","association"
"EVENT","EVENT_RISK_GRADE","0:M","","association"
"EVENT","EVENT_SCORE","0:M","","association"
"EVENT","EVENT_SITE","0:M","","association"
"EVENT","EVENT_STATUS","0:M","","association"
"EVENT","EVENT_SURVEY_RESPONSE","0:M","","association"
"EVENT","EVENT_TEXT","0:M","","association"
"EVENT","INTERNAL_CLAIM_ADJUDICATION","0:M","","association"
"EVENT","NEXT_ACTIVITY_is_response_to","0:M","","association"
"EVENT","NEXT_ACTIVITY_was_actual_event","0:M","","association"
"EVENT","PARTY_ASSET_EVENT","0:M","","association"
"EVENT","PARTY_CREDIT_REPORT","0:M","","association"
"EVENT","SURVEY_EVENT","0:M","","association"
"EVENT","TAX_LOT_EVENT","0:M","","association"
"EVENT","TRADE_EVENT_SETTLE_INSTRUCTION","0:M","","association"
"EVENT","UNKNOWN_PARTY_EVENT","0:M","","association"
"EVENT","WORK_PROCESS_EVENT","0:M","","association"
"EVENT_ACTIVITY_TYPE","ACTIVITY_ACTIVITY_GROUP","0:M","","association"
"EVENT_ACTIVITY_TYPE","EVENT","0:M","","association"
"EVENT_ACTIVITY_TYPE","FEATURE_EVENT_ACTIVITY_ELIGIBILITY","0:M","","association"
"EVENT_ACTIVITY_TYPE","INVESTMENT_STATEMENT_LINE_ITEM","0:M","","association"
"EVENT_ACTIVITY_TYPE","NEXT_ACTIVITY","0:M","","association"
"EVENT_ACTIVITY_TYPE","PARTY_CHANNEL_PREFERENCE_SCORE","0:M","","association"
"EVENT_ACTIVITY_TYPE","PARTY_CHANNEL_TYPE_ACTIVITY_QUOTA","0:M","","association"
"EVENT_ACTIVITY_TYPE","PRODUCT_EVENT_ACTIVITY_ELIGIBILITY","0:M","","association"
"EVENT_ACTIVITY_TYPE","PRODUCT_FEATURE_EVENT_ACTIVITY_ELIGIBILITY","0:M","","association"
"EVENT_CHANNEL_REASON","EVENT_CHANNEL_INSTANCE","0:M","","association"
"EVENT_CLASS_SCHEME_TYPE","EVENT_CLASS_SCHEME_TYPE","0:M","","association"
"EVENT_CLASS_SCHEME_TYPE","EVENT_CLASS_VALUE","0:M","","association"
"EVENT_CLASS_SCHEME_TYPE","EVENT_EVENT_CLASS_XREF","0:M","","association"
"EVENT_CLASS_VALUE","EVENT_CLASS_VALUE","0:M","","association"
"EVENT_CLASS_VALUE","EVENT_EVENT_CLASS_XREF","0:M","","association"
"EVENT_CONTENT","EVENT_CONTENT_ITEM","0:M","","association"
"EVENT_DOCUMENT_ROLE","EVENT_DOCUMENT","0:M","","association"
"EVENT_FEATURE_ROLE","EVENT_FEATURE","0:M","","association"
"EVENT_GROUP","EVENT_GROUP","0:M","","association"
"EVENT_GROUP","EVENT_GROUP_XREF","0:M","","association"
"EVENT_GROUP_TYPE","EVENT_GROUP","0:M","","association"
"EVENT_LOCATOR_REASON","EVENT_LOCATOR","0:M","","association"
"EVENT_MEDIUM_TYPE","FINANCIAL_EVENT","0:M","","association"
"EVENT_METRIC_TYPE","EVENT_FORECAST_METRIC","0:M","","association"
"EVENT_METRIC_TYPE","EVENT_METRIC","0:M","","association"
"EVENT_MULTIMEDIA_REASON","EVENT_MULTIMEDIA_OBJECT","0:M","","association"
"EVENT_PARTY","EVENT_PARTY_TEXT_SECTION","0:1","","association"
"EVENT_PARTY_ROLE","EVENT_PARTY","0:M","","association"
"EVENT_PRODUCT_ROLE","EVENT_PRODUCT","0:M","","association"
"EVENT_REASON","EVENT","0:M","","association"
"EVENT_RELATED_REASON","EVENT_RELATED","0:M","","association"
"EVENT_SITE_REASON","EVENT_SITE","0:M","","association"
"EVENT_STATUS_REASON","EVENT_STATUS","0:M","","association"
"EVENT_STATUS_TYPE","EVENT_STATUS","0:M","","association"
"EVENT_SUBTYPE","EVENT","0:M","","association"
"EVENT_TEXT","EVENT_TEXT_SECTION","0:1","","association"
"EVENT_TEXT","TEXT_PATTERN_RESPONSE","0:M","","association"
"EXCEPTION_RANGE_ZONE_TYPE","VALUE_AT_RISK_MULTIPLIER_PARAMETER","0:M","","association"
"EXCHANGE","TRADED_INVESTMENT_PRODUCT","0:M","","association"
"EXCHANGE_CODE","EXCHANGE","0:M","","association"
"EXCHANGE_DELISTING_REASON_TYPE","EXCHANGE_DELISTING","0:M","","association"
"EXCLUSION_TYPE","PRODUCT_FEATURE_PERIL","0:M","","association"
"EXPENSE_ACCOUNT","EXPENSE_ACCOUNT_COST_TYPE_XREF","0:M","","association"
"EXPENSE_ACCOUNT_SUBTYPE","EXPENSE_ACCOUNT","1:M","","association"
"EXPOSURE_AGREEMENT_ASSET_VALUE","EXPOSURE_AGREEMENT_ASSET_VALUE_ADJUSTMENT","0:M","","association"
"EXPOSURE_AGREEMENT_COLLATERAL_ITEM","EXPOSURE_AGREEMENT_ASSET_VALUE","0:M","","association"
"EXPOSURE_AGREEMENT_RISK_MITIGANT_AGREEMENT","COLLATERALIZED_EXPOSURE","0:M","","association"
"EXTERNALLY_REPORTED_CLAIM","EXTERNAL_CLAIM_LOSS_DETAIL","0:M","","association"
"EXTERNAL_AGREEMENT","OTHER_PARTY_INSURANCE_COVERAGE","0:M","","association"
"EXTERNAL_AGREEMENT","PARTY_ASSET_INSURANCE_COVERAGE","0:M","","association"
"EXTERNAL_AGREEMENT_TYPE","EXTERNAL_AGREEMENT","0:M","","association"
"EXTERNAL_CLAIM_CRIME_REPORT_TYPE","EXTERNALLY_REPORTED_VEHICLE_CLAIM","0:M","","association"
"EXTERNAL_CLAIM_FAULT_TYPE","EXTERNALLY_REPORTED_VEHICLE_CLAIM","0:M","","association"
"EXTERNAL_CLAIM_LOSS_STATUS_TYPE","EXTERNAL_CLAIM_LOSS_DETAIL","0:M","","association"
"EXTERNAL_CLAIM_LOSS_TYPE","EXTERNAL_CLAIM_LOSS_DETAIL","0:M","","association"
"EXTERNAL_CLAIM_POLICY_TYPE","EXTERNALLY_REPORTED_CLAIM","0:M","","association"
"EXTERNAL_CLAIM_SUBTYPE","EXTERNALLY_REPORTED_CLAIM","0:M","","association"
"EXTERNAL_CLAIM_VEHICLE_DISPOSITION_STATUS_TYPE","EXTERNALLY_REPORTED_VEHICLE_CLAIM","0:M","","association"
"EXTERNAL_COUPON","PHARMACY_CLAIM_SERVICE","0:M","","association"
"EXTERNAL_LIST","EXTERNAL_WATCH_LIST_SOURCE","0:1","","association"
"EXTERNAL_LIST","PARTY_TO_EXTERNAL_LIST","0:M","","association"
"EXTERNAL_LIST_TYPE","EXTERNAL_LIST","0:M","","association"
"EXTERNAL_TRIGGER_TYPE","EXTERNAL_TRIGGER","0:M","","association"
"FACILITY_QUALIFIER_TYPE","FACILITY_TYPE","0:M","","association"
"FACILITY_TYPE","CLAIM_AUTHORIZATION","0:M","","association"
"FACILITY_TYPE","HEALTH_CLAIM_SERVICE","0:M","","association"
"FACILITY_TYPE","HOME_HEALTH_CERTIFICATION","0:M","","association"
"FACILITY_TYPE","INSTITUTIONAL_CLAIM_adjudicated","0:M","","association"
"FACILITY_TYPE","INSTITUTIONAL_CLAIM_submitted","0:M","","association"
"FAULT_TYPE","CLAIM_INSURABLE_INTEREST","0:M","","association"
