"Parent_Entity","Child_Entity","Cardinality","FK_Columns","Relationship_Type"
"MARKET_QUOTATION_METRIC_TYPE","MARKET_QUOTATION_METRIC","0:M","","association"
"MARKET_QUOTATION_METRIC_TYPE","MARKET_QUOTATION_TIME_PERIOD_METRIC","0:M","","association"
"MARKET_RISK_TYPE","FINANCIAL_AGREEMENT","0:M","","association"
"MARKET_SEGMENT","CAMPAIGN_SEGMENT","0:M","","association"
"MARKET_SEGMENT","GROUP_SURVEY","0:M","","association"
"MARKET_SEGMENT","MARKET_SEGMENT_DEMOGRAPHIC","0:M","","association"
"MARKET_SEGMENT","ONLINE_APPLICATION_ACCESS_SEGMENT_DEMOGRAPHIC","0:M","","association"
"MARKET_SEGMENT","OPPORTUNITY_SEGMENT","0:M","","association"
"MARKET_SEGMENT","ORDER_PLACEMENT_DEMOGRAPHIC","0:M","","association"
"MARKET_SEGMENT","PARTY_SEGMENT","0:M","","association"
"MARKET_SEGMENT","PARTY_SEGMENT_SCORE","0:M","","association"
"MARKET_SEGMENT","PRODUCT_MARKET_SEGMENT","0:M","","association"
"MARKET_SEGMENT","PROMOTION_OFFER_SEGMENT","0:M","","association"
"MARKET_SEGMENT","PROMOTION_SEGMENT","0:M","","association"
"MARKET_SEGMENT","SEGMENT_PAGE_INTEREST_MAP","0:M","","association"
"MARKET_SEGMENT","SEGMENT_SITE_INTEREST_MAP","0:M","","association"
"MARKET_SEGMENT","TRADITIONAL_REQUEST_PLACEMENT","0:M","","association"
"MARKET_SEGMENT_GROUP","MARKET_SEGMENT","0:M","","association"
"MARKET_SEGMENT_SCHEME","MARKET_SEGMENT","0:M","","association"
"MARKET_SEGMENT_SCHEME","SEGMENT_CRITERION","0:M","","association"
"MAXIMUM_ALLOWABLE_COST","DRUG_MAXIMUM_ALLOWABLE_COST","0:M","","association"
"MEASUREMENT","MEASUREMENT_EVENT_MEASURE","0:M","","association"
"MEASUREMENT","MEASUREMENT_RELATED_is_related_to","0:M","","association"
"MEASUREMENT","MEASUREMENT_RELATED_relates_to","0:M","","association"
"MEASUREMENT","MEASUREMENT_STANDARD_RESULT","0:M","","association"
"MEASUREMENT_CONDITION_TYPE","MEASUREMENT","0:M","","association"
"MEASUREMENT_DIAGNOSTIC_TYPE","MEASUREMENT_READING","0:M","","association"
"MEASUREMENT_EVENT","MEASUREMENT_EVENT_MEASURE","0:M","","association"
"MEASUREMENT_EVENT_MEASURE","MEASUREMENT_EVENT_RESULT","0:M","","association"
"MEASUREMENT_EVENT_MEASURE","MICROSITE_DOCUMENT_XREF","0:M","","association"
"MEASUREMENT_EVENT_MEASURE","MICROSITE_PARTY_XREF","0:M","","association"
"MEASUREMENT_EVENT_MEASURE","ONLINE_APPLICATION_PROGRAM_METRIC","0:M","","association"
"MEASUREMENT_EVENT_MEASURE","PATH_ANALYSIS_METRIC","0:M","","association"
"MEASUREMENT_EVENT_MEASURE_TYPE","MEASUREMENT_EVENT_MEASURE","0:M","","association"
"MEASUREMENT_EVENT_PURPOSE","MEASUREMENT_EVENT","0:M","","association"
"MEASUREMENT_EVENT_RESULT_TYPE","MEASUREMENT_EVENT_RESULT","0:M","","association"
"MEASUREMENT_EVENT_TYPE","MEASUREMENT_EVENT","0:M","","association"
"MEASUREMENT_RELATED_ROLE","MEASUREMENT_RELATED","0:M","","association"
"MEASUREMENT_STANDARD_RESULT_TYPE","MEASUREMENT_STANDARD_RESULT","0:M","","association"
"MEASUREMENT_SUBTYPE","MEASUREMENT","0:M","","association"
"MEDICAID_STATISTICAL_INFORMATION_SYSTEM_CLAIM_TYPE","HEALTH_CLAIM","0:M","","association"
"MENU_OPTION_TYPE","CONTACT_MENU_OPTION","0:M","","association"
"METRIC_DOMAIN_TYPE","FINANCIAL_RULE_METRIC_TYPE","0:M","","association"
"METRIC_PURPOSE_TYPE","LOCATOR_METRIC","0:M","","association"
"METRIC_PURPOSE_TYPE","SITE_METRIC","0:M","","association"
"METROPOLITAN_STATISTICAL_AREA__GEO","BROWSER_GEOGRAPHIC_ADDRESS_INFORMATION_describes_MSA","0:M","","association"
"METROPOLITAN_STATISTICAL_AREA__GEO","BROWSER_GEOGRAPHIC_ADDRESS_INFORMATION_describes_PMSA","0:M","","association"
"METROPOLITAN_STATISTICAL_AREA__GEO","COUNTY","0:M","","association"
"METROPOLITAN_STATISTICAL_AREA__GEO","INTERNET_PROTOCOL_ADDRESS_GEOGRAPHICAL_MAP","0:M","","association"
"METROPOLITAN_STATISTICAL_AREA__GEO","ONLINE_APPLICATION_ACCESS","0:M","","association"
"MICROSITE","MICROSITE_CATEGORY_XREF","0:M","","association"
"MICROSITE","MICROSITE_DOCUMENT_XREF","0:M","","association"
"MICROSITE","MICROSITE_MEMBER","0:M","","association"
"MICROSITE","MICROSITE_METRIC_XREF","0:M","","association"
"MICROSITE","MICROSITE_PARTY_XREF","0:M","","association"
"MICROSITE","MICROSITE_RATING_XREF","0:M","","association"
"MICROSITE","MICROSITE_STATUS","0:M","","association"
"MICROSITE","MICROSITE_TARGET_GROUP","0:M","","association"
"MICROSITE_ACTIVITY_TYPE","MICROSITE","0:M","","association"
"MICROSITE_CATEGORY_STATUS_TYPE","MICROSITE_CATEGORY_STATUS","0:M","","association"
"MICROSITE_CATEGORY_XREF","MICROSITE_CATEGORY_STATUS","0:M","","association"
"MICROSITE_CONTENT_CATEGORY","MICROSITE_CATEGORY_XREF","0:M","","association"
"MICROSITE_CONTENT_GROUP","MICROSITE_CONTENT_CATEGORY","0:M","","association"
"MICROSITE_CONTENT_RATING","MICROSITE_RATING_XREF","0:M","","association"
"MICROSITE_CONTENT_RATING_REASON","MICROSITE_RATING_REASON_XREF","0:M","","association"
"MICROSITE_CONTENT_RATING_SYSTEM","MICROSITE_CONTENT_RATING","0:M","","association"
"MICROSITE_DOCUMENT_ROLE","MICROSITE_DOCUMENT_XREF","0:M","","association"
"MICROSITE_METRIC_TYPE","MICROSITE_METRIC_XREF","0:M","","association"
"MICROSITE_PARTY_ROLE","MICROSITE_PARTY_XREF","0:M","","association"
"MICROSITE_RATING_XREF","MICROSITE_RATING_REASON_XREF","0:M","","association"
"MICROSITE_STATUS_TYPE","MICROSITE_STATUS","0:M","","association"
"MILITARY_STATUS_TYPE","INDIVIDUAL_MILITARY_STATUS","0:M","","association"
"MOBILE_PHONE","MOBILE_TELEPHONE_NUMBER","0:M","","association"
"MODEL_ALGORITHM_TYPE","ANALYTICAL_MODEL","0:M","","association"
"MODEL_PURPOSE_TYPE","ANALYTICAL_MODEL","0:M","","association"
"MODEL_RELATIONSHIP_ROLE_TYPE","MODEL_RELATIONSHIP","0:M","","association"
"MODEL_REVIEW_FINDING_TYPE","ANALYTICAL_MODEL_RUN_REVIEW","0:M","","association"
"MODEL_RUN","AD_ORDER_EXPENSE_FORECAST","0:M","","association"
"MODEL_RUN","AD_ORDER_REVENUE_FORECAST","0:M","","association"
"MODEL_RUN","AGREEMENT_GROUP_SCORE","0:M","","association"
"MODEL_RUN","AGREEMENT_SCORE","0:M","","association"
"MODEL_RUN","ANALYTICAL_MODEL_RUN_REVIEW","0:M","","association"
"MODEL_RUN","APPLICATION_SCORE","0:M","","association"
"MODEL_RUN","ASSET_SCORE","0:M","","association"
"MODEL_RUN","BUSINESS_LINE_LOSS_SCORE","0:M","","association"
"MODEL_RUN","CASE_SCORE","0:M","","association"
"MODEL_RUN","CLAIM_COVERAGE_SCORE","0:M","","association"
"MODEL_RUN","CLAIM_SCORE","0:M","","association"
"MODEL_RUN","CLAIM_SERVICE_SCORE","0:M","","association"
"MODEL_RUN","EVENT_SCORE","0:M","","association"
"MODEL_RUN","GEOGRAPHICAL_AREA_SCORE","0:M","","association"
"MODEL_RUN","INTERNAL_CREDIT_REPORT","0:M","","association"
"MODEL_RUN","MARKET_SEGMENT","0:M","","association"
"MODEL_RUN","MODEL_RUN_PARTY","0:M","","association"
"MODEL_RUN","NEXT_ACTIVITY","0:M","","association"
"MODEL_RUN","PARTY_CHANNEL_PREFERENCE_SCORE","0:M","","association"
"MODEL_RUN","PARTY_GROUP_SCORE","0:M","","association"
"MODEL_RUN","PARTY_PRODUCT_SCORE","0:M","","association"
"MODEL_RUN","PARTY_SCORE","0:M","","association"
"MODEL_RUN","PARTY_SEGMENT_SCORE","0:M","","association"
"MODEL_RUN","PRODUCT_SCORE","0:M","","association"
"MODEL_RUN","PROMOTION_RESPONSE_SCORE","0:M","","association"
"MODEL_RUN","WEATHER_FORECAST","0:M","","association"
"MODEL_RUN_PURPOSE_TYPE","MODEL_RUN","0:M","","association"
"MODEL_STATUS_TYPE","ANALYTICAL_MODEL_STATUS","0:M","","association"
"MODEL_TYPE","ANALYTICAL_MODEL","0:M","","association"
"MODIFICATION_TYPE","MOTOR_VEHICLE","0:M","","association"
"MONEY_MARKET_PRODUCT_TYPE","MONEY_MARKET_PRODUCT","0:M","","association"
"MONITORING_DEVICE","GEOSPATIAL_POINT_MEASUREMENT_EVENT","0:M","","association"
"MONITORING_SYSTEM_PANEL_CODE","TRADITIONAL_PLACEMENT_describes","0:M","","association"
"MORTALITY_TABLE","INDIVIDUAL_MORTALITY","0:M","","association"
"MORTALITY_TABLE","MORTALITY_TABLE_RISK_FACTOR","0:M","","association"
"MORTALITY_TABLE_PURPOSE","INDIVIDUAL_MORTALITY","0:M","","association"
"MORTGAGE_TYPE","MORTGAGE_AGREEMENT","0:M","","association"
"MOTOR_VEHICLE","MOTOR_VEHICLE_DETAIL","0:M","","association"
"MOTOR_VEHICLE","MOTOR_VEHICLE_SPECIFICATION","0:M","","association"
"MOTOR_VEHICLE","MOTOR_VEHICLE_USAGE_METRIC","0:M","","association"
"MOTOR_VEHICLE_TYPE","MOTOR_VEHICLE","0:M","","association"
"MOTOR_VEHICLE_TYPE","PARTY_DRIVING_LICENSE_ISSUANCE","0:M","","association"
"MOTOR_VEHICLE_USAGE_METRIC_TYPE","MOTOR_VEHICLE_USAGE_METRIC","0:M","","association"
"MULTIMEDIA_GROUP","MULTIMEDIA_GROUP_OBJECT_XREF","0:M","","association"
"MULTIMEDIA_OBJECT","AD_CREATIVE","0:M","","association"
"MULTIMEDIA_OBJECT","CAMPAIGN_CHANNEL_TYPE_MULTIMEDIA_OBJECT","0:M","","association"
"MULTIMEDIA_OBJECT","COMMUNICATION_COLLATERAL","0:M","","association"
"MULTIMEDIA_OBJECT","DOCUMENT","0:M","","association"
"MULTIMEDIA_OBJECT","EVENT_MULTIMEDIA_OBJECT","0:M","","association"
"MULTIMEDIA_OBJECT","INDIVIDUAL","0:M","","association"
"MULTIMEDIA_OBJECT","MULTIMEDIA_COMPONENT_groups","0:M","","association"
"MULTIMEDIA_OBJECT","MULTIMEDIA_COMPONENT_is_part_of","0:M","","association"
"MULTIMEDIA_OBJECT","MULTIMEDIA_GROUP_OBJECT_XREF","0:M","","association"
"MULTIMEDIA_OBJECT","PARTY_ASSET","0:M","","association"
"MULTIMEDIA_OBJECT","PROMOTION_CHANNEL_MM_OBJECT","0:M","","association"
"MULTIMEDIA_OBJECT","SCRIPTED_MESSAGE","0:M","","association"
"MULTIMEDIA_OBJECT","WEB_PAGE_CREATIVE","0:M","","association"
"MULTIMEDIA_OBJECT","WEB_PAGE_MM_OBJECT","0:M","","association"
"MULTIMEDIA_OBJECT","WEB_PAGE_OBJECT_VIEW","0:M","","association"
"MULTIMEDIA_SOURCE","MULTIMEDIA_OBJECT","0:M","","association"
"MULTIMEDIA_SUBTYPE","MULTIMEDIA_OBJECT","0:M","","association"
"MULTIMEDIA_SUBTYPE","MULTIMEDIA_SOURCE","0:M","","association"
"MULTIMEDIA_TEXT_OBJECT","MM_OBJECT_TEXT_SECTION","0:1","","association"
"NACE_CLASS","ORGANIZATION_NACE__GEO","0:M","","association"
"NACE_DIVISION","NACE_GROUP","0:M","","association"
"NACE_GROUP","NACE_CLASS","0:M","","association"
"NACE_SECTION","NACE_DIVISION","0:M","","association"
"NAICS_INDUSTRY_GROUP__GEO","NAICS_INDUSTRY__GEO","0:M","","association"
"NAICS_INDUSTRY__GEO","NAICS_NATIONAL_INDUSTRY__GEO","0:M","","association"
"NAICS_INDUSTRY__GEO","ORGANIZATION_NAICS__GEO","0:M","","association"
"NAICS_NATIONAL_INDUSTRY__GEO","ORGANIZATION_NAICS__GEO","0:M","","association"
"NAICS_SECTOR__GEO","NAICS_SUBSECTOR__GEO","0:M","","association"
"NAICS_SUBSECTOR__GEO","NAICS_INDUSTRY_GROUP__GEO","0:M","","association"
"NAME_TYPE","INDIVIDUAL_NAME","0:M","","association"
"NAME_TYPE","ORGANIZATION_NAME","0:M","","association"
"NAME_TYPE","PRODUCT_PARTY_NAME","0:M","","association"
"NAME_USAGE_TYPE","NAME_SALUTATION","0:M","","association"
"NAME_USAGE_TYPE","NAME_VALEDICTION","0:M","","association"
"NATIONALITY_TYPE","INDIVIDUAL","0:M","","association"
"NATIONAL_UNIFORM_BILLING_COMMITTEE_CONDITION_CODE","HEALTH_CLAIM_NUBC_CONDITION_CODE","0:M","","association"
"NAVIGATION_LEVEL","NAVIGATION_LEVEL","0:M","","association"
"NAVIGATION_LEVEL","WEB_SITE_NAVIGATION","0:M","","association"
"NETTED_MARKET_RISK_GROUP_TYPE","NETTED_MARKET_RISK_GROUP","0:M","","association"
"NETTING_AGREEMENT_TYPE","NETTING_AGREEMENT","0:M","","association"
"NETWORK_GROUPING_TYPE","NETWORK_TYPE","0:M","","association"
"NETWORK_SERVICE_AGREEMENT_SUBTYPE","NETWORK_SERVICE_AGREEMENT","0:M","","association"
"NETWORK_TYPE","CHANNEL_NETWORK","0:M","","association"
"NETWORK_TYPE","NETWORK_ACCESS_DEVICE_EVENT","0:M","","association"
"NETWORK_TYPE","NETWORK_SERVICE_EVENT","0:M","","association"
"NEXT_ACTIVITY","NEXT_ACTIVITY","0:M","","association"
"NEXT_CONSENT_ACTION_TYPE","PARTY_PRIVACY_PREFERENCE","0:M","","association"
"NEXT_OFFER","NEXT_OFFER_FEATURE","0:M","","association"
"NONCASH_PAYMENT_APPROVAL_TYPE","INVOICE_PAYMENT","0:M","","association"
"NONCURRENT_LIABILITY_ACCOUNT_SUBTYPE","NONCURRENT_LIABILITY_ACCOUNT","1:M","","association"
"NONDEPRECIABLE_ASSET_TYPE","NONDEPRECIABLE_FIXED_ASSET","0:M","","association"
"NONDIVIDEND_EQUITY_ACCOUNT_TYPE","NONDIVIDEND_EQUITY_ACCOUNT","1:M","","association"
"NSIN_PRODUCT_IDENTIFIER","ISIN_PRODUCT_IDENTIFIER","0:M","","association"
"NUMBER_CHANGE_REASON_TYPE","STOCK_ISSUANCE","0:M","","association"
"NURSING_HOME_RESIDENT_STATUS_TYPE","PATIENT_CLAIM_AUTHORIZATION","0:M","","association"
"OBJECTIVE","ASSOCIATE_PERFORMANCE_EVALUATION_DETAIL","0:M","","association"
"OBJECTIVE","GOAL_OBJECTIVE","0:M","","association"
"OBJECTIVE","PARTY_OBJECTIVE","0:M","","association"
"OBJECTIVE","PROJECT_OBJECTIVE","0:M","","association"
"OBJECTIVE","STRATEGY_OBJECTIVE","0:M","","association"
"OBJECTIVE_TYPE","OBJECTIVE","0:M","","association"
"OBLIGOR_BORROWING_PURPOSE_TYPE","CREDIT_AGREEMENT","0:M","","association"
"OBSERVATION_CLASS","OBSERVATION_TYPE","0:M","","association"
"OBSERVATION_CLASS_SUBTYPE","OBSERVATION_TYPE","0:M","","association"
"OBSERVATION_SET","OBSERVATION_TYPE","0:M","","association"
"OBSERVATION_SUBTYPE","OBSERVATION_TYPE","0:M","","association"
"OBSERVATION_SUBTYPE","WEATHER_FORECAST","0:M","","association"
"OBSERVATION_TYPE","STATION_OBSERVATION_XREF","0:M","","association"
"OBSERVATION_TYPE","WEATHER_FORECAST","0:M","","association"
"OCCUPATION_TYPE","FEATURE_OCCUPATION_ELIGIBILITY","0:M","","association"
"OCCUPATION_TYPE","INDIVIDUAL_OCCUPATION","0:M","","association"
"OCCUPATION_TYPE","PRODUCT_FEATURE_OCCUPATION_ELIGIBILITY","0:M","","association"
"OCCUPATION_TYPE","PRODUCT_OCCUPATION_ELIGIBILITY","0:M","","association"
"OFFER","AD_OFFER","0:M","","association"
"OFFER","CAMPAIGN_CELL","0:M","","association"
"OFFER","CONTACT_EVENT_OFFER","0:M","","association"
"OFFER","CONVERSION_CATEGORY","0:M","","association"
"OFFER","NEXT_OFFER","0:M","","association"
"OFFER","OFFER_COLLATERAL","0:M","","association"
"OFFER","OFFER_FEATURE","0:M","","association"
"OFFER","PRODUCT_OFFER","0:M","","association"
"OFFER","PROMOTION_OFFER","0:M","","association"
"OFFER_TYPE","OFFER","0:M","","association"
"OFFSET_VALUE_TYPE","INTERNAL_SEARCH_RESULT_CONTENT","0:M","","association"
"OFF_BALANCE_SHEET_SECURITIZATION_TYPE","SECURITIZATION_POOL","0:M","","association"
"ONLINE_APPLICATION_ACCESS","AUDIO_PLAY","0:M","","association"
"ONLINE_APPLICATION_ACCESS","ONLINE_APPLICATION_ACCESS_AD_XREF","0:M","","association"
"ONLINE_APPLICATION_ACCESS","ONLINE_APPLICATION_ACCESS_SEGMENT_DEMOGRAPHIC","0:M","","association"
"ONLINE_APPLICATION_ACCESS","ONLINE_APPLICATION_PROGRAM_METRIC","0:M","","association"
"ONLINE_APPLICATION_ACCESS","SOCIAL_MEDIA_INTERACTION","0:M","","association"
"ONLINE_APPLICATION_ACCESS_SUBTYPE","ONLINE_APPLICATION_ACCESS","0:M","","association"
"ONLINE_APPLICATION_GAME_TYPE","GAME_PLAY","0:M","","association"
"ONLINE_APPLICATION_PROGRAM","ONLINE_APPLICATION_PROGRAM_DEVICE_XREF","0:M","","association"
"ONLINE_APPLICATION_PROGRAM","ONLINE_APPLICATION_PROGRAM_GENRE","0:M","","association"
"ONLINE_APPLICATION_PROGRAM","ONLINE_APPLICATION_PROGRAM_PAGE_VIEW_XREF","0:M","","association"
"ONLINE_APPLICATION_PROGRAM","ONLINE_APPLICATION_PROGRAM_RELATED_is_program_for","0:M","","association"
"ONLINE_APPLICATION_PROGRAM","ONLINE_APPLICATION_PROGRAM_RELATED_is_related_program","0:M","","association"
"ONLINE_APPLICATION_PROGRAM","ONLINE_APPLICATION_PROGRAM_STATUS","0:M","","association"
"ONLINE_APPLICATION_PROGRAM","ONLINE_APPLICATION_PROGRAM_TRAIT_XREF","0:M","","association"
"ONLINE_APPLICATION_PROGRAM","ONLINE_APPLICATION_PROGRAM_VERSION","0:M","","association"
"ONLINE_APPLICATION_PROGRAM","PROGRAM_PAGE_VIEW_XREF","0:M","","association"
"ONLINE_APPLICATION_PROGRAM_CATEGORY","ONLINE_APPLICATION_PROGRAM","0:M","","association"
"ONLINE_APPLICATION_PROGRAM_COUNTRY_GROUP","APPLICATION_PERFORMANCE_RATING","0:M","","association"
"ONLINE_APPLICATION_PROGRAM_COUNTRY_GROUP","ONLINE_APPLICATION_PROGRAM_RATING_XREF","0:M","","association"
"ONLINE_APPLICATION_PROGRAM_GENRE","ONLINE_APPLICATION_PROGRAM_GENRE","0:M","","association"
"ONLINE_APPLICATION_PROGRAM_RATING","ONLINE_APPLICATION_PROGRAM_RATING_XREF","0:M","","association"
"ONLINE_APPLICATION_PROGRAM_RATING_REASON","ONLINE_APPLICATION_PROGRAM_RATING_XREF","0:M","","association"
"ONLINE_APPLICATION_PROGRAM_STATUS_TYPE","ONLINE_APPLICATION_PROGRAM_STATUS","0:M","","association"
"ONLINE_APPLICATION_PROGRAM_TRAIT","ONLINE_APPLICATION_PROGRAM_TRAIT_VALUE","0:M","","association"
"ONLINE_APPLICATION_PROGRAM_TRAIT_VALUE","AD_TRAIT","0:M","","association"
"ONLINE_APPLICATION_PROGRAM_TRAIT_VALUE","ONLINE_APPLICATION_PROGRAM_TRAIT_XREF","0:M","","association"
"ONLINE_APPLICATION_PROGRAM_TYPE","ONLINE_APPLICATION_PROGRAM","0:M","","association"
"ONLINE_APPLICATION_PROGRAM_TYPE","ONLINE_APPLICATION_PROGRAM_GENRE","0:M","","association"
"ONLINE_APPLICATION_PROGRAM_VERSION","APPLICATION_SECOND_SOURCE_XREF_is_primary","0:M","","association"
"ONLINE_APPLICATION_PROGRAM_VERSION","APPLICATION_SECOND_SOURCE_XREF_is_secondary","0:M","","association"
"ONLINE_APPLICATION_PROGRAM_VERSION","ONLINE_APPLICATION_ACCESS","0:M","","association"
"ONLINE_APPLICATION_PROGRAM_VERSION","ONLINE_APPLICATION_DEVELOPER_XREF","0:M","","association"
"ONLINE_APPLICATION_PROGRAM_VERSION","ONLINE_APPLICATION_PROGRAM_COUNTRY_GROUP","0:M","","association"
"ONLINE_APPLICATION_PROGRAM_VERSION","ONLINE_APPLICATION_PROGRAM_IDENTIFICATION","0:M","","association"
"ONLINE_APPLICATION_PROGRAM_VERSION","SOCIAL_NETWORK_MEMBER","0:M","","association"
"ONLINE_APPLICATION_RELATED_ROLE","ONLINE_APPLICATION_PROGRAM_RELATED","0:M","","association"
"ONLINE_APPLICATION_SUBCATEGORY","ONLINE_APPLICATION_PROGRAM_CATEGORY","0:M","","association"
"ONLINE_CHANNEL_TYPE","TV_SIGNAL_RECEIVER","0:M","","association"
"ONLINE_CHANNEL_TYPE_2","ONLINE_CHANNEL_TYPE","0:M","","association"
"ONLINE_CHANNEL_TYPE_3","ONLINE_CHANNEL_TYPE_2","0:M","","association"
"ONLINE_DOCUMENT_INFORMATION","ONLINE_APPLICATION_ACCESS","0:M","","association"
"ONLINE_DOCUMENT_INFORMATION","SOCIAL_MEDIA_TRANSFER","0:M","","association"
"ONLINE_DOCUMENT_INFORMATION","TRANSFER_EVENT","0:M","","association"
"ONLINE_IMPRESSION_EXPERIENCED","ADVERTISEMENT_USAGE_INFORMATION","0:M","","association"
"ONLINE_IMPRESSION_EXPERIENCED","AD_EVENT","0:M","","association"
"ONLINE_IMPRESSION_EXPERIENCED","DIGITAL_PLACEMENT","0:M","","association"
"ONLINE_IMPRESSION_EXPERIENCED","IMPRESSION_DELIVERY_STATUS","0:M","","association"
"ONLINE_IMPRESSION_EXPERIENCED","IMPRESSION_SELECTED","0:M","","association"
"ONLINE_IMPRESSION_EXPERIENCED","INTERACTION_EVENT_IMPRESSION_XREF","0:M","","association"
"ONLINE_IMPRESSION_EXPERIENCED","SOCIAL_MEDIA_ACTIVITY_IMPRESSION_XREF","0:M","","association"
"ONLINE_IMPRESSION_EXPERIENCED","VISITOR_PATH_ANALYSIS","0:M","","association"
"ONLINE_IMPRESSION_EXPERIENCED","WEB_CAMPAIGN_EVENT","0:M","","association"
"ONLINE_PROMOTION","AD_GROUP_PROMOTION_XREF","0:M","","association"
"ONLINE_PROMOTION","KEYWORD_PLACEMENT","0:M","","association"
"ONLINE_PROMOTION","ONLINE_PROMOTION_SUMMARY","0:M","","association"
"ONLINE_PROMOTION","ONLINE_PROMOTION_VISIT_XREF","0:M","","association"
"ONLINE_PROMOTION","SEARCH_ENGINE_ACCOUNT_CAMPAIGN_XREF","0:M","","association"
"ONLINE_PROMOTION","VISITOR_INTERACTION_EVENT","0:M","","association"
"ONLINE_PROMOTION","VISIT_PROMOTION_XREF","0:M","","association"
"ONLINE_PROMOTION_TYPE","ONLINE_PROMOTION","0:M","","association"
"ONLINE_PROMOTION_VISIT_XREF","ONLINE_PROMOTION_ATTRIBUTE","0:M","","association"
"ONLINE_RADIO_STATION","AUDIO_PLAY_RADIO_STATION_XREF","0:M","","association"
"ONLINE_VISITOR_AFFILIATION_TYPE","VISITOR_LOGON_SYSTEM","0:M","","association"
"OPERATING_EXPENSE_ACCOUNT_SUBTYPE","OPERATING_EXPENSE_ACCOUNT","1:M","","association"
"OPERATING_SYSTEM","OPERATING_SYSTEM_VERSION","0:M","","association"
"OPERATING_SYSTEM_FAMILY","OPERATING_SYSTEM","0:M","","association"
"OPERATING_SYSTEM_VERSION","BROWSER_IDENTIFICATION","0:M","","association"
"OPERATIONAL_AUTHORITY_TYPE","INSURANCE_AGENT","0:M","","association"
"OPERATIONAL_LOSS_TYPE","BUSINESS_LINE_LOSS_TYPE_MEASURE","0:M","","association"
"OPERATIONAL_RISK_MEASURE","BUSINESS_LINE_LOSS_TYPE_MEASURE","0:M","","association"
"OPERATIONAL_RISK_MEASURE","BUSINESS_LINE_RISK_MEASURE","0:M","","association"
"OPPORTUNITY","BUSINESS_CASE","0:M","","association"
"OPPORTUNITY","LEAD","0:M","","association"
"OPPORTUNITY","OPPORTUNITY","0:M","","association"
"OPPORTUNITY","OPPORTUNITY_ASSET","0:M","","association"
"OPPORTUNITY","OPPORTUNITY_DOCUMENT","0:M","","association"
"OPPORTUNITY","OPPORTUNITY_EVENT","0:M","","association"
"OPPORTUNITY","OPPORTUNITY_FEATURE","0:M","","association"
"OPPORTUNITY","OPPORTUNITY_FINANCE","0:M","","association"
"OPPORTUNITY","OPPORTUNITY_ISSUE","0:M","","association"
"OPPORTUNITY","OPPORTUNITY_PARTY","0:M","","association"
"OPPORTUNITY","OPPORTUNITY_PRODUCT","0:M","","association"
"OPPORTUNITY","OPPORTUNITY_PRODUCT_FEATURE","0:M","","association"
"OPPORTUNITY","OPPORTUNITY_PROMOTION","0:M","","association"
"OPPORTUNITY","OPPORTUNITY_PROPOSAL","0:M","","association"
"OPPORTUNITY","OPPORTUNITY_QUOTATION","0:M","","association"
"OPPORTUNITY","OPPORTUNITY_RISK_GRADE","0:M","","association"
"OPPORTUNITY","OPPORTUNITY_SALES_STAGE","0:M","","association"
"OPPORTUNITY","OPPORTUNITY_SEGMENT","0:M","","association"
"OPPORTUNITY","OPPORTUNITY_STATUS","0:M","","association"
"OPPORTUNITY","OPPORTUNITY_STEP","0:M","","association"
"OPPORTUNITY","OPPORTUNITY_TEXT","0:M","","association"
"OPPORTUNITY","SALES_MARKETING_ACTIVITY","0:M","","association"
"OPPORTUNITY","SALES_PROGRAM","0:M","","association"
"OPPORTUNITY_ASSET_ROLE_TYPE","OPPORTUNITY_ASSET","0:M","","association"
"OPPORTUNITY_COMPETITOR","OPPORTUNITY_COMPETITOR_FINANCE","0:M","","association"
"OPPORTUNITY_COMPETITOR","OPPORTUNITY_COMPETITOR_TEXT","0:M","","association"
"OPPORTUNITY_DOCUMENT_ROLE_TYPE","OPPORTUNITY_DOCUMENT","0:M","","association"
"OPPORTUNITY_FINANCE_TYPE","OPPORTUNITY_COMPETITOR_FINANCE","0:M","","association"
"OPPORTUNITY_FINANCE_TYPE","OPPORTUNITY_FINANCE","0:M","","association"
"OPPORTUNITY_ISSUE_RESOLVE_TYPE","OPPORTUNITY_ISSUE","0:M","","association"
"OPPORTUNITY_ISSUE_TYPE","OPPORTUNITY_ISSUE","0:M","","association"
"OPPORTUNITY_LEAD_TYPE","OPPORTUNITY","0:M","","association"
"OPPORTUNITY_PRODUCT","OPPORTUNITY_PRODUCT_FEATURE","0:M","","association"
"OPPORTUNITY_PROPOSAL","OPPORTUNITY_AGREEMENT","0:M","","association"
"OPPORTUNITY_REVENUE_SIZE_TYPE","OPPORTUNITY","0:M","","association"
"OPPORTUNITY_REVENUE_TYPE","OPPORTUNITY","0:M","","association"
"OPPORTUNITY_SALES_STAGE","OPPORTUNITY_SALES_STAGE_STATUS","0:M","","association"
"OPPORTUNITY_STATUS","OPPORTUNITY_STATUS_REASON","0:M","","association"
"OPPORTUNITY_STATUS_REASON_TYPE","OPPORTUNITY_COMPETITOR","0:M","","association"
"OPPORTUNITY_STATUS_REASON_TYPE","OPPORTUNITY_STATUS_REASON","0:M","","association"
"OPPORTUNITY_STATUS_TYPE","OPPORTUNITY_COMPETITOR","0:M","","association"
"OPPORTUNITY_STATUS_TYPE","OPPORTUNITY_STATUS","0:M","","association"
