Theme,Capability,Sub_Capability,Data_Requirement,FSDM_Subject_Area,FSDM_Entities
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Account / Policy / Service Holdings,Agreement,AGREEMENT; PARTY_AGREEMENT_ROLE; AGREEMENT_PARTY_ROLE; AGREEMENT_RELATIONSHIP
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Account / Policy / Service Detail,Agreement,AGREEMENT; LOAN_TERM_AGREEMENT; DEPOSIT_AGREEMENT; INSURANCE_AGREEMENT; CREDIT_CARD_AGREEMENT
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Account Status (open closed active / domant /inactive / closure reason ),Agreement,AGREEMENT; AGREEMENT_STATUS; AGREEMENT_STATUS_HISTORY
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Account Terms & Conditions,Agreement,AGREEMENT; AGREEMENT_CONDITION; AGREEMENT_TERM
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Account Feature Usage,Agreement,AGREEMENT_FEATURE; FEATURE; DESCRIPTIVE_FEATURE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting","Application Data (New Customer, New Product)",Agreement,APPLICATION; APPLICATION_STATUS; APPLICATION_PARTY_ROLE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Coverage (insurance),Agreement,INSURANCE_COVERAGE; INSURANCE_AGREEMENT; COVERAGE_TYPE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Account Balances,Agreement,AGREEMENT_SUMMARY; BALANCE_SUMMARY; AGREEMENT_BALANCE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Investment Value,Agreement,INVESTMENT_ACCOUNT; INVESTMENT_HOLDING; INVESTMENT_PRODUCT_PRICE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Market / Trading Book Positions,Agreement,TRADE_ORDER; TRADE_EXECUTION; TRADING_POSITION
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Mark to market valuations,Agreement,INVESTMENT_PRODUCT_PRICE; MARKET_INDEX_VALUE; AGREEMENT_VALUATION
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Cashflow Projections,Agreement,AGREEMENT_CASHFLOW; CASHFLOW_SCHEDULE; AGREEMENT_SUMMARY
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Account Maturity Dates & Repricing Schedules,Agreement,AGREEMENT; AGREEMENT_TERM; AGREEMENT_REPRICING_SCHEDULE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Account Repayment Schedules,Agreement,AGREEMENT_REPAYMENT_SCHEDULE; LOAN_TERM_AGREEMENT
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Amortisation Schedules,Agreement,AGREEMENT_AMORTIZATION_SCHEDULE; LOAN_TERM_AGREEMENT
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Customer Illustrations,Agreement,DOCUMENT; PARTY_DOCUMENT
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Customer Quotes,Agreement,APPLICATION; QUOTE; DOCUMENT
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Collateral Agreements,Agreement,COLLATERAL_AGREEMENT; COLLATERAL; COLLATERAL_VALUATION; PARTY_ASSET
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Risk Exposures,Agreement,AGREEMENT_RISK_METRIC; RISK_EXPOSURE; CREDIT_RISK_SUMMARY
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Risk Weighted Assets & Capital Results,Agreement,AGREEMENT_RISK_METRIC; BANK_CAPITAL_SUMMARY; CAPITAL_REQUIREMENTS_SUMMARY
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Profitability Results,Agreement,AGREEMENT_SUMMARY; AGREEMENT_PROFITABILITY; PRODUCT_PROFITABILITY
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Account Limits,Cross Subject  -  Limits,AGREEMENT_LIMIT; LIMIT; PARTY_LIMIT
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Predictive Models - propensity to buy,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE; PARTY_MODEL_SCORE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Predictive Models - attrition,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE; PARTY_MODEL_SCORE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Predictive Models - price elasticity,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Attribution Models - response,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; CAMPAIGN_RESPONSE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Predictive Models - risk,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE; PARTY_LIABILITY_CREDIT_RATING
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting","Risk Segments, Cohorts & Groupings",Party or Agreement,PARTY_CLASSIFICATION; RISK_GRADE_VALUE; RISK_GRADE_SCHEME
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting","Provisions, Losses & Writeoffs",Party or Agreement,AGREEMENT_RISK_METRIC; PROVISION; WRITE_OFF; LOSS_EVENT
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Financial Transactions,Event,MONETARY_TRANSACTION; TRANSACTION_TYPE; FINANCIAL_TRANSACTION; PAYMENT
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting","Account Fees, Commissions & Charges",Event,MONETARY_TRANSACTION; FEE_TRANSACTION; COMMISSION_TRANSACTION; AGREEMENT_FEE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Financial Interbank Payments,Event,PAYMENT; INTERBANK_PAYMENT; FINANCIAL_TRANSACTION
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Non-Financial Transactions,Event,EVENT; NON_MONETARY_EVENT; DIRECT_CONTACT_EVENT
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Service Usage,Event,CHANNEL_USAGE_METRIC; SERVICE_USAGE_EVENT; CHANNEL_INSTANCE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Complaint Data,Event,COMPLAINT; COMPLAINT_STATUS; COMPLAINT_RESOLUTION
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Offline Customer Interactions - Branch,Event,DIRECT_CONTACT_EVENT; BRANCH_VISIT_EVENT; CHANNEL_INSTANCE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Offline Customer Interactions - Call Centre,Event,DIRECT_CONTACT_EVENT; CALL_EVENT; CHANNEL_INSTANCE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Offline Customer Interactions - letters,Event,DIRECT_CONTACT_EVENT; CORRESPONDENCE_EVENT; DOCUMENT
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Offline Customer Interactions - sms text,Event,DIRECT_CONTACT_EVENT; SMS_EVENT; ELECTRONIC_ADDRESS
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Online Interactions -  webchat (internal & external),Event,WEB_VISIT; WEB_PAGE_VIEW; ONLINE_INTERACTION_EVENT
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Online Interactions colleague intranet,Event,WEB_VISIT; WEB_PAGE_VIEW
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Online Interactions customer digital banking site (web log),Event,WEB_VISIT; WEB_PAGE_VIEW; EXTENDED_SESSION_INFORMATION; ONLINE_APPLICATION_ACCESS
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Online Interactions customer general banking site,Event,WEB_VISIT; WEB_PAGE_VIEW; ONLINE_INTERACTION_EVENT
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Online Interactions email - customer & employee,Event,DIRECT_CONTACT_EVENT; EMAIL_EVENT; ELECTRONIC_ADDRESS
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Online Interactions mobile app,Event,WEB_VISIT; WEB_PAGE_VIEW; MOBILE_APP_EVENT; CHANNEL_INSTANCE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Online Interactions off-site - ad server,Event,AD; AD_PLACEMENT; AD_IMPRESSION; AD_CAMPAIGN_OBJECTIVE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Online Interactions prospect / unidentified customer (web log),Event,WEB_VISIT; WEB_PAGE_VIEW; VISITOR_INTERACTION_EVENT
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting","Case History (Fraud, Money Laundering, Complaint)",Event,CASE; CASE_EVENT; CASE_PARTY_ROLE; FRAUD_CASE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Claims,Event,CLAIM; CLAIM_STATUS; CLAIM_PARTY_ROLE; CLAIM_PAYMENT
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Defaults & Limit Breaches,Event,AGREEMENT_STATUS; DEFAULT_EVENT; LIMIT_BREACH_EVENT; AGREEMENT_RISK_METRIC
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Closed Loop Outcomes / Channel Responses,Event,CAMPAIGN_RESPONSE; CAMPAIGN_OFFER_RESPONSE; DIRECT_CONTACT_EVENT
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Internal Process Activity Data,Event,EVENT; PROCESS_EVENT; OPERATIONAL_EVENT
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Master & Reference Data - merchant / transaction,Event,MERCHANT; MERCHANT_CATEGORY; TRANSACTION_TYPE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Master & Reference Data - organisation hierarchy,Internal Organisation,ORGANIZATION; INTERNAL_ORGANIZATION_UNIT; ORGANIZATION_UNIT_RELATIONSHIP; ORGANIZATION_BUSINESS_TYPE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting","Operational metrics (E.g. Wait times, queue length)",Internal Organisation,CHANNEL_USAGE_METRIC; OPERATIONAL_EVENT; SERVICE_LEVEL_METRIC
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Master & Reference Data - Campaign,Campaign,CAMPAIGN; CAMPAIGN_TYPE; CAMPAIGN_STATUS; CAMPAIGN_WAVE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Campaign Production Costs,Campaign,CAMPAIGN; CAMPAIGN_COST; CAMPAIGN_BUDGET
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Campaign History Data,Campaign,CAMPAIGN; CAMPAIGN_RESPONSE; CAMPAIGN_OFFER_RESPONSE; CAMPAIGN_WAVE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Master & Reference Data - Channel,Channel,CHANNEL_TYPE; CHANNEL_INSTANCE; CHANNEL_CLASSIFICATION
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Finance Systems - General Ledger,Finance,Not mapped
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Finance Systems - ERP,Finance,GL_ACCOUNT; GL_MAIN_ACCOUNT; VENDOR; VENDOR_INVOICE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting","Finance Systems - Budgets, Plans & Forecasts",Finance,GL_ACCOUNT; BUDGET; FORECAST; FINANCIAL_PLAN
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Risk Scenario & Stress Testing Results,Analytical Model,RISK_CALCULATION_SCENARIO; RISK_SCENARIO_RESULT; STRESS_TEST_RESULT
Finance & Peformance Management,Financial Planning & Controlling,"GL, AP, HR, Expense Analytics & Optimisation",Profitability Results,Agreement,AGREEMENT_SUMMARY; AGREEMENT_PROFITABILITY; PRODUCT_PROFITABILITY
Finance & Peformance Management,Financial Planning & Controlling,"GL, AP, HR, Expense Analytics & Optimisation",Financial Transactions,Event,MONETARY_TRANSACTION; TRANSACTION_TYPE; FINANCIAL_TRANSACTION; PAYMENT
Finance & Peformance Management,Financial Planning & Controlling,"GL, AP, HR, Expense Analytics & Optimisation",Master & Reference Data - organisation hierarchy,Internal Organisation,ORGANIZATION; INTERNAL_ORGANIZATION_UNIT; ORGANIZATION_UNIT_RELATIONSHIP; ORGANIZATION_BUSINESS_TYPE
Finance & Peformance Management,Financial Planning & Controlling,"GL, AP, HR, Expense Analytics & Optimisation",Finance Systems - General Ledger,Finance,Not mapped
Finance & Peformance Management,Financial Planning & Controlling,"GL, AP, HR, Expense Analytics & Optimisation",Finance Systems - ERP,Finance,GL_ACCOUNT; GL_MAIN_ACCOUNT; VENDOR; VENDOR_INVOICE
Finance & Peformance Management,Financial Planning & Controlling,"GL, AP, HR, Expense Analytics & Optimisation","Finance Systems - Budgets, Plans & Forecasts",Finance,GL_ACCOUNT; BUDGET; FORECAST; FINANCIAL_PLAN
Finance & Peformance Management,Financial Planning & Controlling,Business Process Analytics & Optimisation,Single Customer View (Master Record),Party,PARTY; INDIVIDUAL; ORGANIZATION; HOUSEHOLD; PARTY_RELATIONSHIP; PARTY_IDENTIFICATION
Finance & Peformance Management,Financial Planning & Controlling,Business Process Analytics & Optimisation,Customer Demographics,Party,INDIVIDUAL; PARTY_DEMOGRAPHIC; PARTY_CLASSIFICATION; PARTY_PREFERENCE
Finance & Peformance Management,Financial Planning & Controlling,Business Process Analytics & Optimisation,Customer Segments,Party,PARTY_CLASSIFICATION; PARTY_SEGMENT; PARTY_CLASSIFICATION_VALUE
Finance & Peformance Management,Financial Planning & Controlling,Business Process Analytics & Optimisation,Master & Reference Data - staff / colleague,Party,INDIVIDUAL; ASSOCIATE; ASSOCIATE_ASSIGNMENT; INTERNAL_ORGANIZATION_UNIT
Finance & Peformance Management,Financial Planning & Controlling,Business Process Analytics & Optimisation,Master & Reference Data - geography / location,Location,GEOGRAPHICAL_AREA; GEOGRAPHICAL_UNIT; SITE; POSTAL_ADDRESS
Finance & Peformance Management,Financial Planning & Controlling,Business Process Analytics & Optimisation,Master & Reference Data - product,Product,Not mapped
Finance & Peformance Management,Financial Planning & Controlling,Business Process Analytics & Optimisation,Account / Policy / Service Holdings,Agreement,AGREEMENT; PARTY_AGREEMENT_ROLE; AGREEMENT_PARTY_ROLE; AGREEMENT_RELATIONSHIP
Finance & Peformance Management,Financial Planning & Controlling,Business Process Analytics & Optimisation,Account / Policy / Service Detail,Agreement,AGREEMENT; LOAN_TERM_AGREEMENT; DEPOSIT_AGREEMENT; INSURANCE_AGREEMENT; CREDIT_CARD_AGREEMENT
Finance & Peformance Management,Financial Planning & Controlling,Business Process Analytics & Optimisation,Account Status (open closed active / domant /inactive / closure reason ),Agreement,AGREEMENT; AGREEMENT_STATUS; AGREEMENT_STATUS_HISTORY
Finance & Peformance Management,Financial Planning & Controlling,Business Process Analytics & Optimisation,"Application Data (New Customer, New Product)",Agreement,APPLICATION; APPLICATION_STATUS; APPLICATION_PARTY_ROLE
