Theme,Capability,Sub_Capability,Transaction Classification,Predictive Models,Event Detection,Customer Value,"Customer, Product & Channel  insight",Conduct  Risk Monitoring,Insight Led Customer Strategy,Customer Segmentation,Big Data Analytics,Customer Managed Relationships,Scope of Contact,Customer Contact Policy,Campaign Business Cases,Omni Channel Campaign Management,Creation & Management of Offers and Content,Multi-Step Dialogue,Personalisation,Rapid Prototyping supports Test & Learn,Regulatory & Audit Compliance,Channel Coverage,Real Time Omni-Channel  Integration,Next Best Action Arbitration,Contextual Decisioning,Recycle Unused Leads into alternative channels,Lead & Contact Management,Single Interaction View of Customer,Channel Support & Engagement,Direct Customer Access to Information Products,Auto processing of  Channel Feedback,Campaign ROI Reporting by Channel,Lead/Sales Funnel Analytics  & Reporting,Marketing Attribution MI across all channels,Marketing Asset Evaluation,"Earned, Paid & Owned media analysis",NPS MI & Drill Down,Strategy Monitoring,Contact Frequency Monitoring,Complaints Root Cause Analysis MI,Attrition Root Cause Analysis MI,Application and New Business Written,Single Customer View from a Risk Perspective,"Policy, Forensics and Underwriter Rules","Can’t Pay, Won’t Pay and Collusion",Roll and Rehabilitation Rates,Capital Management (Planning and Allocation),Capital Consumption,Risk Appetite,Pre-Default Transaction Analytics,Credit Risk Scoring (Underwriting Likelihood Model),Credit Risk Expected Loss Model,Credit Risk Underwriting/Monitoring Strategy Model,"Credit Risk Capital, CVaR Modelling",Credit Risk Based Pricing Model,Collection Score (Likelihood Model),Expected Collection Amount,Collection Strategy Model,Fraud and Money Laundering Likelihood Model,Fraud and Money Laundering Loss Modelling,Fraud and Money Laundering Strategy Modelling,Operational Risk / Cybercrime Likelihood,Operational Risk / Cybercrime Expected Loss,Operational Risk / Cybercrime Strategy Model,Operational Risk Capital and OPVaR,Market & Liquidity Risk Likelihood Modelling,Market & Liquidity Risk Strategy Modelling,Market & Liquidity Value at Risk (M-VaR) Modelling,Business Rules Directory,Regulatory Threshold Calculation,Risk Based Price Calculation,Active Portfolio Management,Dynamic Datastore,Credit Risk model Deployment,Risk Weighted Assets and Regulatory Capital,A/B and Test and Learn Deployment,Real Time Threat Detection,New Business MI & Reporting,Model Performance Analytics,Portfolio MI & Portfolio Performance Analytics,Collections MI,Regulatory Reporting and Information Sharing,Strategy (Rules) Performance MI,Financial Accounting / Accounting Hub,Financial Consolidation,Functional Profit & Loss Statement (P&L),Fair Value & Hedge Accounting,"Reconciliation, Validation & Adjustments",Tax Management & Optimisation,Third Party Settlement Controls,Fixed Assets Management,Activity Based Costing,Profitability Modelling,Future / Lifetime Value,Profitability Analytics and Optimisation,Performance Management and KPIs,Pricing Analysis & Optimisation,"Financial Budgeting, Planning & Forecasting","GL, AP, HR, Expense Analytics & Optimisation",Business Process Analytics & Optimisation,Funds Transfer Pricing,Asset & Liability Management,Capital Planning and Management,Cashflow Generation,Liquidity Management,FX & Trading Book Management,Interest Rate Management,Statutory Financial Reporting,Regulatory & Compliance Reporting,Sales Reporting,Performance Reporting,Exception Reporting,Executive Dashboards,Operational Dashboard & Decisioning,% Data Coverage,1,80-99%,60-79%,40-59%,<40%
Marketing and Customer Experience,Delivery of Insight to Channels,Channel Support & Engagement,0.05263157894736842,0.2631578947368421,0.47368421052631576,0.10526315789473684,0.631578947368421,0.3684210526315789,0.47368421052631576,0.2631578947368421,1.0,0.05263157894736842,0.3157894736842105,0.42105263157894735,0.42105263157894735,0.5789473684210527,0.3157894736842105,0.42105263157894735,0.42105263157894735,0.47368421052631576,0.42105263157894735,0.47368421052631576,0.3684210526315789,0.6842105263157895,0.21052631578947367,0.42105263157894735,0.5263157894736842,0.21052631578947367,1.0,0.10526315789473684,0.21052631578947367,0.2631578947368421,0.05263157894736842,0.21052631578947367,0.21052631578947367,0.15789473684210525,0.2631578947368421,0.631578947368421,0.2631578947368421,0.2631578947368421,0.3684210526315789,0.7368421052631579,0.2631578947368421,0.42105263157894735,0.42105263157894735,0.21052631578947367,0.2631578947368421,0.2631578947368421,0.3157894736842105,0.3684210526315789,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.3157894736842105,0.8421052631578947,0.5789473684210527,0.5789473684210527,0.5789473684210527,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.3157894736842105,0.2631578947368421,0.2631578947368421,0.3157894736842105,1.0,0.2631578947368421,0.8421052631578947,0.8421052631578947,0.9473684210526315,0.5263157894736842,0.2631578947368421,0.9473684210526315,0.9473684210526315,0.7368421052631579,0.9473684210526315,0.8421052631578947,0.5789473684210527,0.5263157894736842,0.5263157894736842,0.3157894736842105,0.10526315789473684,0.3157894736842105,0.2631578947368421,0.2631578947368421,0.3157894736842105,0.0,0.10526315789473684,0.5263157894736842,0.5789473684210527,0.5263157894736842,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.10526315789473684,0.5789473684210527,0.21052631578947367,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.21052631578947367,0.10526315789473684,0.21052631578947367,0.5263157894736842,0.631578947368421,1.0,1.0,1.0,0.7894736842105263,,,,,,
Marketing and Customer Experience,Delivery of Insight to Channels,Direct Customer Access to Information Products,0.26666666666666666,0.5333333333333333,0.6,0.5333333333333333,0.7333333333333333,0.4,0.4666666666666667,0.5333333333333333,1.0,0.06666666666666667,0.3333333333333333,0.2,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.4666666666666667,0.06666666666666667,0.2,0.2,0.2,0.6666666666666666,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,1.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.2,0.4666666666666667,0.0,0.0,0.2,0.5333333333333333,0.6,0.8666666666666667,0.8666666666666667,0.5333333333333333,0.6,0.6,0.6666666666666666,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.8,0.8666666666666667,0.8666666666666667,0.8666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.5333333333333333,0.8,0.8,1.0,0.6666666666666666,0.5333333333333333,1.0,1.0,0.5333333333333333,1.0,0.8,0.8666666666666667,1.0,0.6666666666666666,0.8,0.06666666666666667,0.8,0.8,0.6,0.8,0.26666666666666666,0.0,0.7333333333333333,0.8666666666666667,0.7333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8,0.06666666666666667,0.5333333333333333,0.4666666666666667,0.6666666666666666,0.6,0.8,0.6,0.5333333333333333,0.06666666666666667,0.4666666666666667,1.0,0.5333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,,,,,,
Marketing and Customer Experience,Delivery of Insight to Channels,Auto processing of  Channel Feedback,0.0,0.0,0.25,0.25,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.25,0.75,0.5,0.75,0.25,0.5,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25,1.0,0.0,1.0,0.25,0.25,0.25,0.5,0.25,0.25,0.5,0.25,0.0,0.0,0.75,0.25,0.5,0.5,0.0,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.25,1.0,0.75,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,1.0,0.25,1.0,1.0,1.0,0.75,0.25,1.0,1.0,0.75,1.0,1.0,0.75,0.5,0.75,0.5,0.25,0.5,0.25,0.25,0.5,0.0,0.25,0.75,0.75,1.0,1.0,1.0,1.0,1.0,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.75,,,,,,
Marketing and Customer Experience,Reporting & Continuous Improvement,Campaign ROI Reporting by Channel,0.08333333333333333,0.16666666666666666,0.25,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5833333333333334,0.16666666666666666,1.0,0.08333333333333333,0.25,0.5,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.5833333333333334,0.3333333333333333,0.5833333333333334,0.16666666666666666,0.5,0.08333333333333333,0.5833333333333334,0.16666666666666666,0.25,0.4166666666666667,0.25,0.4166666666666667,0.0,0.08333333333333333,1.0,0.0,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.16666666666666666,0.4166666666666667,0.3333333333333333,0.16666666666666666,0.25,0.5833333333333334,0.08333333333333333,0.25,0.25,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.3333333333333333,0.25,0.25,0.5833333333333334,0.16666666666666666,0.25,0.16666666666666666,0.25,0.3333333333333333,0.25,0.25,0.3333333333333333,0.25,0.25,0.08333333333333333,0.08333333333333333,0.25,1.0,0.08333333333333333,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.25,0.08333333333333333,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.16666666666666666,0.16666666666666666,0.25,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.6666666666666666,0.5833333333333334,0.3333333333333333,0.6666666666666666,0.75,0.6666666666666666,0.75,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.4166666666666667,1.0,1.0,1.0,0.5,,,,,,
Marketing and Customer Experience,Reporting & Continuous Improvement,Lead/Sales Funnel Analytics  & Reporting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,
Marketing and Customer Experience,Reporting & Continuous Improvement,Marketing Attribution MI across all channels,0.07692307692307693,0.7307692307692307,0.8846153846153846,0.2692307692307692,0.34615384615384615,0.5384615384615384,0.8461538461538461,0.7307692307692307,1.0,0.07692307692307693,0.07692307692307693,0.6923076923076923,0.07692307692307693,0.7307692307692307,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.7692307692307693,0.46153846153846156,0.8076923076923077,0.38461538461538464,0.038461538461538464,0.15384615384615385,0.6538461538461539,0.15384615384615385,0.15384615384615385,0.038461538461538464,0.15384615384615385,0.0,1.0,0.15384615384615385,0.23076923076923078,0.6538461538461539,0.3076923076923077,0.11538461538461539,0.07692307692307693,0.07692307692307693,0.6923076923076923,0.19230769230769232,0.8461538461538461,0.8461538461538461,0.15384615384615385,0.19230769230769232,0.19230769230769232,0.23076923076923078,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.19230769230769232,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.11538461538461539,0.15384615384615385,0.15384615384615385,0.15384615384615385,1.0,0.19230769230769232,0.7307692307692307,0.7307692307692307,0.9230769230769231,0.6538461538461539,0.19230769230769232,0.9230769230769231,0.9230769230769231,0.6923076923076923,0.9230769230769231,0.7307692307692307,0.7307692307692307,0.8461538461538461,0.6538461538461539,0.23076923076923078,0.038461538461538464,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.038461538461538464,0.038461538461538464,0.9615384615384616,0.9615384615384616,0.8846153846153846,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9230769230769231,0.0,0.8461538461538461,0.11538461538461539,0.15384615384615385,0.15384615384615385,0.19230769230769232,0.11538461538461539,0.19230769230769232,0.07692307692307693,0.15384615384615385,0.8461538461538461,0.3076923076923077,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9230769230769231,,,,,,
Marketing and Customer Experience,Reporting & Continuous Improvement,Marketing Asset Evaluation,0.0,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.2,0.26666666666666666,0.06666666666666667,1.0,0.06666666666666667,0.06666666666666667,0.4666666666666667,0.4666666666666667,0.5333333333333333,0.4666666666666667,0.4666666666666667,0.3333333333333333,0.4,0.2,0.4,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.4,0.2,0.26666666666666666,0.0,0.13333333333333333,0.4666666666666667,0.06666666666666667,0.26666666666666666,1.0,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.13333333333333333,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6,0.2,0.0,0.6,0.6,0.3333333333333333,0.4,0.3333333333333333,0.13333333333333333,0.26666666666666666,0.2,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.4666666666666667,0.3333333333333333,0.2,0.4666666666666667,0.4666666666666667,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.26666666666666666,0.8,0.8,0.8,0.4,,,,,,
Marketing and Customer Experience,Reporting & Continuous Improvement,"Earned, Paid & Owned media analysis",0.0,0.36363636363636365,0.6363636363636364,0.0,0.09090909090909091,0.18181818181818182,0.6363636363636364,0.36363636363636365,1.0,0.0,0.09090909090909091,0.8181818181818182,0.45454545454545453,1.0,0.36363636363636365,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.0,0.7272727272727273,0.45454545454545453,0.7272727272727273,0.36363636363636365,0.09090909090909091,0.36363636363636365,0.45454545454545453,0.2727272727272727,0.0,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.5454545454545454,0.45454545454545453,1.0,0.5454545454545454,0.0,0.18181818181818182,0.0,0.0,0.7272727272727273,0.0,0.6363636363636364,0.6363636363636364,0.0,0.0,0.0,0.0,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.0,0.6363636363636364,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.0,0.0,0.0,0.0,1.0,0.0,0.6363636363636364,0.6363636363636364,0.8181818181818182,0.36363636363636365,0.0,0.8181818181818182,0.8181818181818182,0.7272727272727273,0.8181818181818182,0.6363636363636364,0.2727272727272727,0.45454545454545453,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.7272727272727273,0.5454545454545454,0.8181818181818182,0.9090909090909091,0.8181818181818182,0.8181818181818182,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.36363636363636365,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.45454545454545453,,,,,,
Marketing and Customer Experience,Reporting & Continuous Improvement,NPS MI & Drill Down,0.027777777777777776,0.4722222222222222,0.6944444444444444,0.25,0.5277777777777778,0.5,0.5833333333333334,0.4444444444444444,1.0,0.16666666666666666,0.1388888888888889,0.5833333333333334,0.1111111111111111,0.6111111111111112,0.05555555555555555,0.1111111111111111,0.2222222222222222,0.25,0.19444444444444445,0.5833333333333334,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.05555555555555555,0.1111111111111111,0.4722222222222222,0.1388888888888889,0.08333333333333333,0.027777777777777776,0.05555555555555555,0.0,0.4722222222222222,0.1111111111111111,0.16666666666666666,1.0,0.2222222222222222,0.08333333333333333,0.2222222222222222,0.2777777777777778,0.5,0.1388888888888889,0.6666666666666666,0.6666666666666666,0.08333333333333333,0.1111111111111111,0.1111111111111111,0.1388888888888889,0.6111111111111112,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.1388888888888889,0.6666666666666666,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.8055555555555556,0.8055555555555556,0.8055555555555556,0.8333333333333334,0.8055555555555556,0.8333333333333334,0.2222222222222222,0.1388888888888889,0.1388888888888889,0.16666666666666666,1.0,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.9166666666666666,0.5833333333333334,0.1111111111111111,0.9166666666666666,0.9166666666666666,0.4722222222222222,0.8055555555555556,0.6666666666666666,0.6111111111111112,0.7222222222222222,0.5833333333333334,0.2222222222222222,0.05555555555555555,0.2222222222222222,0.1388888888888889,0.2222222222222222,0.25,0.08333333333333333,0.08333333333333333,0.8055555555555556,0.75,0.6666666666666666,0.8611111111111112,0.8611111111111112,0.8055555555555556,0.75,0.08333333333333333,0.8055555555555556,0.1111111111111111,0.1388888888888889,0.1111111111111111,0.19444444444444445,0.1388888888888889,0.1111111111111111,0.08333333333333333,0.1111111111111111,0.7222222222222222,0.16666666666666666,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.9444444444444444,,,,,,
Marketing and Customer Experience,Reporting & Continuous Improvement,Strategy Monitoring,0.07692307692307693,0.3076923076923077,0.5128205128205128,0.41025641025641024,0.6923076923076923,0.38461538461538464,0.6923076923076923,0.28205128205128205,1.0,0.15384615384615385,0.38461538461538464,0.23076923076923078,0.3333333333333333,0.38461538461538464,0.20512820512820512,0.1794871794871795,0.48717948717948717,0.28205128205128205,0.3076923076923077,0.23076923076923078,0.3333333333333333,0.5641025641025641,0.1794871794871795,0.20512820512820512,0.1794871794871795,0.10256410256410256,0.3076923076923077,0.1794871794871795,0.05128205128205128,0.1282051282051282,0.0,0.20512820512820512,0.02564102564102564,0.0,0.20512820512820512,1.0,0.15384615384615385,0.23076923076923078,0.358974358974359,0.6666666666666666,0.358974358974359,0.5128205128205128,0.5128205128205128,0.38461538461538464,0.41025641025641024,0.38461538461538464,0.46153846153846156,0.46153846153846156,0.5641025641025641,0.5641025641025641,0.5641025641025641,0.46153846153846156,0.8461538461538461,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.8205128205128205,0.8205128205128205,0.8205128205128205,0.8205128205128205,0.8205128205128205,0.8205128205128205,0.3076923076923077,0.41025641025641024,0.41025641025641024,0.46153846153846156,1.0,0.41025641025641024,0.8461538461538461,0.8461538461538461,0.9487179487179487,0.5641025641025641,0.41025641025641024,0.9487179487179487,0.9487179487179487,0.6666666666666666,0.9230769230769231,0.8717948717948718,0.717948717948718,0.5641025641025641,0.5897435897435898,0.358974358974359,0.05128205128205128,0.358974358974359,0.358974358974359,0.28205128205128205,0.358974358974359,0.05128205128205128,0.02564102564102564,0.5641025641025641,0.5641025641025641,0.6666666666666666,0.7948717948717948,0.7948717948717948,0.7435897435897436,0.8205128205128205,0.07692307692307693,0.358974358974359,0.23076923076923078,0.358974358974359,0.38461538461538464,0.358974358974359,0.3333333333333333,0.2564102564102564,0.10256410256410256,0.2564102564102564,0.5641025641025641,0.41025641025641024,0.8717948717948718,0.8717948717948718,0.8717948717948718,0.7435897435897436,,,,,,
Marketing and Customer Experience,Reporting & Continuous Improvement,Contact Frequency Monitoring,0.0,0.4444444444444444,0.6666666666666666,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.3333333333333333,1.0,0.2222222222222222,0.4444444444444444,1.0,0.6666666666666666,1.0,0.5555555555555556,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.4444444444444444,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.5555555555555556,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.5555555555555556,0.0,0.1111111111111111,0.4444444444444444,0.0,0.3333333333333333,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.6666666666666666,1.0,0.5555555555555556,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.6666666666666666,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.0,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.5555555555555556,1.0,1.0,1.0,0.6666666666666666,,,,,,
Marketing and Customer Experience,Reporting & Continuous Improvement,Complaints Root Cause Analysis MI,0.07142857142857142,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.21428571428571427,1.0,0.2857142857142857,0.5,0.42857142857142855,0.2857142857142857,0.6428571428571429,0.2857142857142857,0.35714285714285715,0.5714285714285714,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.5714285714285714,0.5,0.35714285714285715,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.5714285714285714,0.6428571428571429,0.35714285714285715,1.0,0.5,0.6428571428571429,0.2857142857142857,0.5,0.5,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.5,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.21428571428571427,0.7857142857142857,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,0.21428571428571427,0.7857142857142857,0.7857142857142857,1.0,0.5714285714285714,0.21428571428571427,1.0,1.0,0.5714285714285714,0.8571428571428571,0.7857142857142857,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.0,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.0,0.0,0.5714285714285714,0.42857142857142855,0.5,0.7142857142857143,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.0,0.5,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,,,,,,
Marketing and Customer Experience,Reporting & Continuous Improvement,Attrition Root Cause Analysis MI,0.1,0.3,0.45,0.3,0.8,0.5,0.6,0.25,1.0,0.25,0.45,0.2,0.35,0.3,0.05,0.1,0.4,0.35,0.45,0.2,0.4,0.45,0.15,0.2,0.2,0.0,0.35,0.15,0.0,0.15,0.0,0.1,0.1,0.0,0.5,0.7,0.1,0.35,1.0,0.6,0.35,0.55,0.55,0.35,0.35,0.35,0.4,0.55,0.5,0.5,0.5,0.45,0.75,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.35,0.35,0.35,0.45,1.0,0.35,0.75,0.75,0.95,0.5,0.35,0.95,0.95,0.6,0.85,0.75,0.5,0.55,0.5,0.35,0.05,0.35,0.35,0.3,0.4,0.15,0.1,0.55,0.45,0.5,0.85,0.85,0.8,0.7,0.05,0.5,0.3,0.35,0.35,0.35,0.35,0.3,0.15,0.3,0.55,0.45,0.85,0.85,0.85,0.85,,,,,,
Risk Management & Regulation,Risk Insight,Application and New Business Written,0.046153846153846156,0.27692307692307694,0.5230769230769231,0.24615384615384617,0.5692307692307692,0.4307692307692308,0.5076923076923077,0.26153846153846155,1.0,0.09230769230769231,0.26153846153846155,0.3384615384615385,0.2,0.4307692307692308,0.16923076923076924,0.15384615384615385,0.3076923076923077,0.2,0.27692307692307694,0.3076923076923077,0.3384615384615385,0.5384615384615384,0.26153846153846155,0.15384615384615385,0.18461538461538463,0.26153846153846155,0.2153846153846154,0.12307692307692308,0.046153846153846156,0.1076923076923077,0.015384615384615385,0.27692307692307694,0.07692307692307693,0.12307692307692308,0.27692307692307694,0.4,0.09230769230769231,0.13846153846153847,0.18461538461538463,1.0,0.46153846153846156,0.7538461538461538,0.7538461538461538,0.36923076923076925,0.46153846153846156,0.47692307692307695,0.46153846153846156,0.6,0.7076923076923077,0.7076923076923077,0.7076923076923077,0.49230769230769234,0.9230769230769231,0.7076923076923077,0.7076923076923077,0.7076923076923077,0.8615384615384616,0.8615384615384616,0.8615384615384616,0.8615384615384616,0.8615384615384616,0.8615384615384616,0.26153846153846155,0.35384615384615387,0.35384615384615387,0.38461538461538464,1.0,0.46153846153846156,0.9230769230769231,0.9230769230769231,1.0,0.7076923076923077,0.46153846153846156,1.0,1.0,0.9846153846153847,1.0,0.9384615384615385,0.7230769230769231,0.7538461538461538,0.7230769230769231,0.38461538461538464,0.06153846153846154,0.38461538461538464,0.4,0.2923076923076923,0.38461538461538464,0.046153846153846156,0.07692307692307693,0.5384615384615384,0.6461538461538462,0.6153846153846154,0.7692307692307693,0.7230769230769231,0.7692307692307693,0.7846153846153846,0.015384615384615385,0.4307692307692308,0.16923076923076924,0.3384615384615385,0.38461538461538464,0.36923076923076925,0.3230769230769231,0.24615384615384617,0.1076923076923077,0.2,0.7538461538461538,0.3384615384615385,0.9384615384615385,0.9384615384615385,0.9384615384615385,0.7384615384615385,,,,,,
